SectionID,CourseID,Semester,InstructorID
999,1226,Summer 2026,318
1000,1413,Summer 2026,1232
1001,628,Spring 2026,408
1002,1629,Fall 2025,496
1003,571,Fall 2025,1766
1004,1393,Summer 2026,88
1005,1324,Fall 2025,1523
1006,1028,Fall 2025,1799
1007,1641,Fall 2025,1126
1008,1627,Spring 2026,1540
1009,1503,Spring 2026,928
1010,533,Spring 2026,1947
1011,873,Fall 2025,998
1012,253,Summer 2026,1272
1013,1395,Summer 2026,775
1014,1488,Spring 2026,1217
1015,1765,Spring 2026,1543
1016,76,Summer 2026,643
1017,1323,Spring 2026,1926
1018,553,Spring 2026,1955
1019,203,Summer 2026,984
1020,765,Spring 2026,1966
1021,864,Summer 2026,730
1022,877,Fall 2025,322
1023,1634,Summer 2026,453
1024,981,Fall 2025,931
1025,612,Summer 2026,222
1026,792,Fall 2025,1056
1027,1810,Fall 2025,715
1028,1060,Spring 2026,1365
1029,444,Fall 2025,391
1030,1346,Summer 2026,1050
1031,1182,Fall 2025,1487
1032,1011,Spring 2026,880
1033,1825,Spring 2026,1822
1034,167,Spring 2026,395
1035,257,Fall 2025,1648
1036,1792,Fall 2025,1128
1037,973,Fall 2025,463
1038,1299,Summer 2026,66
1039,754,Fall 2025,698
1040,47,Spring 2026,77
1041,1435,Summer 2026,1903
1042,197,Summer 2026,1760
1043,275,Summer 2026,1158
1044,1260,Summer 2026,235
1045,566,Summer 2026,461
1046,532,Summer 2026,1295
1047,1026,Spring 2026,355
1048,1883,Summer 2026,1782
1049,886,Spring 2026,733
1050,124,Fall 2025,382
1051,958,Summer 2026,634
1052,253,Summer 2026,1188
1053,15,Summer 2026,1438
1054,1628,Summer 2026,581
1055,1365,Spring 2026,1479
1056,1490,Fall 2025,1152
1057,1372,Summer 2026,1566
1058,287,Summer 2026,790
1059,1305,Summer 2026,1413
1060,539,Spring 2026,686
1061,184,Fall 2025,673
1062,1692,Spring 2026,172
1063,805,Spring 2026,1641
1064,1748,Summer 2026,403
1065,1251,Summer 2026,69
1066,741,Fall 2025,553
1067,997,Spring 2026,1364
1068,1079,Fall 2025,151
1069,228,Spring 2026,1432
1070,922,Summer 2026,1474
1071,1675,Spring 2026,1353
1072,239,Fall 2025,110
1073,330,Fall 2025,1482
1074,1759,Spring 2026,1515
1075,1609,Summer 2026,278
1076,519,Fall 2025,786
1077,1596,Spring 2026,1932
1078,292,Summer 2026,1230
1079,730,Fall 2025,1344
1080,1890,Spring 2026,413
1081,1897,Spring 2026,479
1082,84,Summer 2026,27
1083,1108,Spring 2026,639
1084,1596,Fall 2025,1459
1085,979,Spring 2026,821
1086,52,Summer 2026,1674
1087,773,Spring 2026,543
1088,1894,Fall 2025,1808
1089,1818,Spring 2026,83
1090,718,Fall 2025,977
1091,935,Fall 2025,1264
1092,616,Fall 2025,260
1093,653,Spring 2026,197
1094,1958,Summer 2026,162
1095,585,Fall 2025,1519
1096,927,Summer 2026,1802
1097,1564,Spring 2026,1100
1098,1110,Summer 2026,1720
1099,598,Summer 2026,1594
1100,1665,Summer 2026,1634
1101,583,Summer 2026,1723
1102,1273,Summer 2026,279
1103,1829,Fall 2025,1882
1104,796,Spring 2026,575
1105,1557,Fall 2025,1854
1106,1093,Fall 2025,1060
1107,1370,Fall 2025,100
1108,1060,Summer 2026,1612
1109,1973,Summer 2026,1576
1110,1687,Summer 2026,1891
1111,1823,Spring 2026,1099
1112,313,Spring 2026,1895
1113,841,Summer 2026,1258
1114,707,Summer 2026,1254
1115,1041,Summer 2026,247
1116,980,Summer 2026,920
1117,628,Spring 2026,330
1118,902,Fall 2025,1764
1119,860,Spring 2026,1280
1120,123,Spring 2026,1449
1121,635,Summer 2026,1848
1122,1385,Fall 2025,74
1123,1413,Spring 2026,1488
1124,1963,Fall 2025,1505
1125,1955,Fall 2025,1551
1126,1812,Fall 2025,1270
1127,3,Fall 2025,237
1128,1897,Fall 2025,1716
1129,1284,Fall 2025,1643
1130,792,Summer 2026,1117
1131,772,Spring 2026,1408
1132,1398,Spring 2026,813
1133,682,Fall 2025,751
1134,304,Spring 2026,655
1135,1305,Spring 2026,1459
1136,1232,Summer 2026,666
1137,1793,Summer 2026,296
1138,466,Fall 2025,1799
1139,1001,Fall 2025,394
1140,886,Fall 2025,1519
1141,1361,Fall 2025,313
1142,215,Fall 2025,1403
1143,405,Spring 2026,1586
1144,360,Fall 2025,1763
1145,466,Summer 2026,1080
1146,1129,Summer 2026,57
1147,1755,Summer 2026,1969
1148,414,Spring 2026,14
1149,1804,Spring 2026,820
1150,1511,Spring 2026,694
1151,1268,Fall 2025,1711
1152,665,Spring 2026,788
1153,876,Fall 2025,749
1154,1127,Spring 2026,852
1155,108,Fall 2025,1012
1156,762,Fall 2025,18
1157,616,Spring 2026,1648
1158,1571,Summer 2026,875
1159,195,Summer 2026,856
1160,1233,Summer 2026,1988
1161,377,Fall 2025,599
1162,1783,Fall 2025,1800
1163,1162,Summer 2026,519
1164,1476,Summer 2026,1393
1165,164,Summer 2026,1411
1166,364,Summer 2026,1511
1167,891,Spring 2026,916
1168,763,Spring 2026,202
1169,1599,Fall 2025,1343
1170,1735,Fall 2025,1884
1171,1647,Summer 2026,1031
1172,924,Summer 2026,882
1173,1741,Fall 2025,1990
1174,1850,Spring 2026,1638
1175,1646,Spring 2026,1198
1176,925,Summer 2026,1923
1177,1768,Summer 2026,1522
1178,732,Spring 2026,1619
1179,153,Fall 2025,1359
1180,1753,Spring 2026,199
1181,1033,Spring 2026,1869
1182,409,Spring 2026,1501
1183,437,Spring 2026,1520
1184,1628,Fall 2025,559
1185,1765,Spring 2026,1571
1186,449,Spring 2026,1577
1187,1337,Summer 2026,1762
1188,447,Fall 2025,594
1189,1367,Summer 2026,1538
1190,1218,Spring 2026,1877
1191,1801,Spring 2026,1470
1192,956,Spring 2026,1612
1193,1155,Fall 2025,165
1194,1532,Fall 2025,919
1195,878,Fall 2025,1298
1196,317,Spring 2026,1757
1197,1478,Summer 2026,293
1198,242,Spring 2026,333
1199,1411,Fall 2025,1046
1200,1815,Spring 2026,1824
1201,1851,Spring 2026,1387
1202,497,Summer 2026,1386
1203,439,Spring 2026,324
1204,1033,Spring 2026,1532
1205,174,Summer 2026,1706
1206,735,Summer 2026,1598
1207,58,Spring 2026,86
1208,1550,Fall 2025,511
1209,616,Spring 2026,1304
1210,401,Spring 2026,1629
1211,393,Fall 2025,63
1212,764,Fall 2025,70
1213,1857,Spring 2026,766
1214,1098,Fall 2025,1209
1215,92,Summer 2026,1341
1216,575,Fall 2025,817
1217,356,Spring 2026,640
1218,357,Fall 2025,1935
1219,536,Fall 2025,990
1220,1304,Spring 2026,567
1221,27,Summer 2026,1011
1222,1792,Summer 2026,1260
1223,239,Spring 2026,1526
1224,90,Spring 2026,780
1225,934,Fall 2025,1006
1226,876,Summer 2026,1383
1227,966,Fall 2025,1677
1228,347,Fall 2025,198
1229,134,Summer 2026,822
1230,1340,Spring 2026,1617
1231,650,Summer 2026,1573
1232,444,Fall 2025,761
1233,151,Summer 2026,138
1234,303,Spring 2026,983
1235,1247,Fall 2025,439
1236,1054,Spring 2026,1829
1237,1957,Fall 2025,139
1238,1751,Summer 2026,693
1239,1908,Spring 2026,1698
1240,356,Fall 2025,1933
1241,1414,Summer 2026,49
1242,1398,Fall 2025,1609
1243,398,Spring 2026,406
1244,771,Fall 2025,823
1245,643,Summer 2026,1233
1246,436,Fall 2025,1076
1247,215,Summer 2026,1903
1248,1199,Fall 2025,1432
1249,513,Summer 2026,1356
1250,1490,Summer 2026,19
1251,1129,Fall 2025,123
1252,1373,Fall 2025,915
1253,1763,Summer 2026,1646
1254,1940,Spring 2026,1344
1255,1320,Summer 2026,697
1256,1914,Summer 2026,1215
1257,267,Spring 2026,1447
1258,606,Summer 2026,1768
1259,367,Spring 2026,1629
1260,927,Spring 2026,358
1261,1372,Spring 2026,1482
1262,63,Spring 2026,1032
1263,1704,Spring 2026,1974
1264,1884,Fall 2025,1298
1265,1641,Spring 2026,939
1266,1753,Summer 2026,408
1267,739,Fall 2025,318
1268,413,Fall 2025,1032
1269,236,Fall 2025,629
1270,1026,Summer 2026,545
1271,82,Spring 2026,1692
1272,512,Fall 2025,1758
1273,1561,Fall 2025,1568
1274,997,Fall 2025,692
1275,1082,Spring 2026,1270
1276,262,Summer 2026,149
1277,349,Summer 2026,698
1278,695,Summer 2026,536
1279,905,Spring 2026,710
1280,1390,Spring 2026,704
1281,840,Fall 2025,1593
1282,319,Fall 2025,1962
1283,1947,Fall 2025,76
1284,548,Fall 2025,1940
1285,834,Summer 2026,280
1286,498,Fall 2025,215
1287,447,Fall 2025,1701
1288,1179,Spring 2026,1485
1289,1605,Fall 2025,767
1290,784,Fall 2025,1605
1291,1887,Fall 2025,1597
1292,70,Fall 2025,1109
1293,1431,Fall 2025,900
1294,47,Summer 2026,926
1295,728,Summer 2026,1107
1296,1731,Spring 2026,763
1297,1388,Fall 2025,1626
1298,355,Fall 2025,416
1299,1478,Summer 2026,1894
1300,1295,Summer 2026,1658
1301,342,Spring 2026,202
1302,1149,Summer 2026,427
1303,222,Fall 2025,1322
1304,377,Summer 2026,191
1305,1490,Spring 2026,390
1306,815,Fall 2025,898
1307,823,Summer 2026,1432
1308,216,Spring 2026,1557
1309,270,Spring 2026,1708
1310,1606,Summer 2026,50
1311,894,Spring 2026,644
1312,1325,Fall 2025,148
1313,125,Spring 2026,1017
1314,728,Summer 2026,650
1315,1186,Fall 2025,1101
1316,450,Spring 2026,69
1317,937,Summer 2026,1279
1318,1903,Spring 2026,638
1319,1265,Spring 2026,906
1320,1521,Fall 2025,905
1321,1226,Spring 2026,1100
1322,1908,Spring 2026,33
1323,1484,Summer 2026,1748
1324,1896,Summer 2026,1845
1325,1201,Summer 2026,972
1326,512,Fall 2025,1589
1327,1251,Fall 2025,1647
1328,92,Spring 2026,957
1329,354,Fall 2025,64
1330,1258,Fall 2025,775
1331,535,Spring 2026,1264
1332,828,Fall 2025,1406
1333,1601,Fall 2025,1629
1334,542,Fall 2025,742
1335,1948,Spring 2026,1617
1336,1899,Summer 2026,1702
1337,1842,Summer 2026,1530
1338,1496,Fall 2025,589
1339,180,Summer 2026,1034
1340,587,Summer 2026,448
1341,483,Summer 2026,1457
1342,279,Spring 2026,1851
1343,1984,Fall 2025,1256
1344,661,Summer 2026,1067
1345,1457,Fall 2025,216
1346,206,Fall 2025,1139
1347,1720,Fall 2025,51
1348,13,Fall 2025,928
1349,225,Fall 2025,1361
1350,385,Summer 2026,127
1351,274,Fall 2025,760
1352,1498,Spring 2026,655
1353,1348,Fall 2025,948
1354,1990,Summer 2026,893
1355,1741,Fall 2025,1371
1356,434,Summer 2026,586
1357,855,Summer 2026,1715
1358,1930,Fall 2025,1109
1359,807,Spring 2026,1505
1360,1851,Spring 2026,325
1361,1863,Spring 2026,1800
1362,870,Fall 2025,673
1363,1331,Spring 2026,1025
1364,401,Fall 2025,494
1365,348,Fall 2025,751
1366,861,Fall 2025,1631
1367,1398,Summer 2026,1190
1368,1923,Spring 2026,9
1369,1128,Summer 2026,1946
1370,378,Spring 2026,466
1371,204,Fall 2025,954
1372,1837,Fall 2025,954
1373,359,Spring 2026,565
1374,1689,Fall 2025,1786
1375,773,Summer 2026,1133
1376,1232,Summer 2026,1561
1377,706,Summer 2026,945
1378,961,Spring 2026,1313
1379,63,Summer 2026,1246
1380,253,Spring 2026,439
1381,60,Fall 2025,851
1382,1486,Fall 2025,1050
1383,91,Spring 2026,201
1384,397,Fall 2025,565
1385,1394,Fall 2025,657
1386,1969,Fall 2025,1150
1387,1652,Summer 2026,1264
1388,1079,Summer 2026,169
1389,715,Summer 2026,429
1390,1348,Spring 2026,1433
1391,1483,Summer 2026,1797
1392,1501,Spring 2026,1322
1393,1917,Summer 2026,391
1394,1034,Summer 2026,952
1395,577,Spring 2026,24
1396,1152,Fall 2025,802
1397,402,Spring 2026,348
1398,887,Fall 2025,667
1399,72,Summer 2026,413
1400,474,Fall 2025,97
1401,1868,Fall 2025,320
1402,472,Spring 2026,89
1403,1252,Summer 2026,1181
1404,1720,Summer 2026,766
1405,376,Fall 2025,1750
1406,1001,Spring 2026,1911
1407,1271,Summer 2026,839
1408,20,Fall 2025,1285
1409,654,Fall 2025,121
1410,1353,Spring 2026,43
1411,315,Fall 2025,250
1412,1579,Fall 2025,1257
1413,334,Summer 2026,1160
1414,468,Fall 2025,1418
1415,1279,Summer 2026,1186
1416,1844,Fall 2025,935
1417,1485,Summer 2026,1441
1418,56,Spring 2026,205
1419,123,Spring 2026,1512
1420,989,Fall 2025,1477
1421,805,Fall 2025,1922
1422,881,Spring 2026,51
1423,915,Fall 2025,35
1424,1615,Spring 2026,85
1425,1781,Spring 2026,1496
1426,868,Spring 2026,1540
1427,1816,Summer 2026,1563
1428,846,Fall 2025,1514
1429,1907,Spring 2026,1815
1430,934,Summer 2026,1641
1431,1432,Spring 2026,472
1432,616,Fall 2025,595
1433,999,Summer 2026,1996
1434,1735,Summer 2026,1877
1435,371,Spring 2026,193
1436,1472,Spring 2026,128
1437,1128,Spring 2026,1768
1438,1607,Summer 2026,1354
1439,1618,Fall 2025,1065
1440,368,Summer 2026,1400
1441,476,Summer 2026,367
1442,116,Summer 2026,1704
1443,1636,Spring 2026,250
1444,1993,Fall 2025,1273
1445,474,Spring 2026,1135
1446,1230,Spring 2026,535
1447,288,Spring 2026,72
1448,241,Fall 2025,7
1449,643,Summer 2026,355
1450,935,Summer 2026,1448
1451,452,Fall 2025,73
1452,1555,Fall 2025,985
1453,1865,Fall 2025,184
1454,429,Summer 2026,52
1455,226,Fall 2025,1638
1456,1260,Summer 2026,931
1457,1316,Summer 2026,287
1458,14,Fall 2025,1985
1459,1256,Summer 2026,122
1460,449,Spring 2026,1523
1461,1494,Spring 2026,1291
1462,1080,Spring 2026,858
1463,1078,Spring 2026,963
1464,830,Summer 2026,910
1465,163,Fall 2025,533
1466,238,Fall 2025,413
1467,1374,Summer 2026,658
1468,1217,Fall 2025,389
1469,1888,Spring 2026,1295
1470,637,Fall 2025,1218
1471,529,Fall 2025,622
1472,413,Spring 2026,1859
1473,559,Summer 2026,1449
1474,1204,Summer 2026,1045
1475,248,Summer 2026,442
1476,207,Spring 2026,909
1477,1259,Summer 2026,1575
1478,1807,Spring 2026,548
1479,1064,Fall 2025,326
1480,1571,Spring 2026,1070
1481,1301,Spring 2026,431
1482,706,Summer 2026,547
1483,1905,Summer 2026,44
1484,700,Spring 2026,301
1485,589,Fall 2025,1161
1486,2000,Spring 2026,539
1487,1880,Spring 2026,25
1488,1433,Spring 2026,462
1489,722,Spring 2026,1767
1490,694,Fall 2025,754
1491,427,Summer 2026,100
1492,177,Spring 2026,1775
1493,1526,Spring 2026,691
1494,476,Spring 2026,933
1495,64,Fall 2025,814
1496,918,Summer 2026,943
1497,1805,Fall 2025,1831
1498,254,Summer 2026,1682
1499,927,Spring 2026,1651
1500,1751,Fall 2025,118
1501,1890,Spring 2026,1571
1502,1390,Summer 2026,172
1503,1177,Fall 2025,121
1504,1106,Fall 2025,1489
1505,930,Summer 2026,1287
1506,567,Fall 2025,1532
1507,915,Spring 2026,713
1508,131,Fall 2025,1430
1509,1853,Summer 2026,585
1510,19,Fall 2025,905
1511,1841,Fall 2025,1674
1512,1375,Summer 2026,754
1513,1672,Spring 2026,1147
1514,719,Summer 2026,827
1515,1631,Summer 2026,1906
1516,1391,Fall 2025,1735
1517,192,Summer 2026,1690
1518,1517,Summer 2026,421
1519,535,Summer 2026,1825
1520,1494,Spring 2026,1633
1521,1424,Summer 2026,246
1522,221,Summer 2026,976
1523,681,Summer 2026,488
1524,1476,Spring 2026,351
1525,1554,Spring 2026,1543
1526,51,Summer 2026,1302
1527,841,Spring 2026,75
1528,1703,Fall 2025,116
1529,287,Summer 2026,732
1530,966,Fall 2025,753
1531,651,Summer 2026,652
1532,996,Fall 2025,1330
1533,410,Spring 2026,1689
1534,1056,Spring 2026,324
1535,1478,Spring 2026,1213
1536,501,Spring 2026,1800
1537,1556,Fall 2025,875
1538,1349,Fall 2025,394
1539,1739,Summer 2026,1044
1540,651,Spring 2026,1409
1541,840,Spring 2026,1779
1542,1830,Fall 2025,119
1543,1846,Summer 2026,1308
1544,707,Fall 2025,1380
1545,1160,Fall 2025,1037
1546,456,Fall 2025,1671
1547,811,Fall 2025,1924
1548,1014,Summer 2026,346
1549,976,Fall 2025,1524
1550,648,Fall 2025,1735
1551,376,Spring 2026,1596
1552,419,Spring 2026,354
1553,820,Summer 2026,478
1554,1764,Spring 2026,460
1555,780,Fall 2025,753
1556,1688,Fall 2025,158
1557,1856,Spring 2026,87
1558,128,Fall 2025,663
1559,1159,Summer 2026,1257
1560,460,Spring 2026,1912
1561,400,Summer 2026,282
1562,563,Fall 2025,292
1563,1245,Summer 2026,1502
1564,83,Spring 2026,1398
1565,1254,Fall 2025,247
1566,420,Fall 2025,536
1567,944,Summer 2026,1041
1568,1465,Spring 2026,1103
1569,813,Fall 2025,576
1570,472,Summer 2026,328
1571,16,Spring 2026,1064
1572,1097,Spring 2026,1754
1573,522,Spring 2026,415
1574,410,Spring 2026,1199
1575,1350,Fall 2025,528
1576,720,Spring 2026,927
1577,1677,Fall 2025,1290
1578,914,Summer 2026,1208
1579,648,Spring 2026,1774
1580,1116,Spring 2026,1981
1581,1743,Fall 2025,1651
1582,557,Spring 2026,1666
1583,1181,Fall 2025,1938
1584,341,Fall 2025,625
1585,361,Summer 2026,1139
1586,261,Summer 2026,730
1587,899,Summer 2026,128
1588,1537,Fall 2025,1903
1589,852,Summer 2026,839
1590,390,Fall 2025,908
1591,797,Spring 2026,803
1592,166,Summer 2026,1193
1593,127,Spring 2026,1264
1594,1119,Spring 2026,1887
1595,1405,Fall 2025,934
1596,170,Spring 2026,166
1597,1146,Fall 2025,769
1598,564,Spring 2026,675
1599,860,Fall 2025,1958
1600,1217,Summer 2026,1234
1601,1921,Spring 2026,1522
1602,103,Spring 2026,1457
1603,724,Fall 2025,1786
1604,513,Fall 2025,1674
1605,837,Fall 2025,266
1606,1999,Spring 2026,829
1607,253,Fall 2025,900
1608,449,Fall 2025,1415
1609,500,Summer 2026,1332
1610,431,Fall 2025,1683
1611,234,Fall 2025,33
1612,1101,Spring 2026,1171
1613,809,Spring 2026,921
1614,1113,Summer 2026,169
1615,1865,Summer 2026,1492
1616,966,Summer 2026,1503
1617,648,Fall 2025,747
1618,1825,Spring 2026,1928
1619,229,Spring 2026,1109
1620,460,Summer 2026,563
1621,414,Spring 2026,311
1622,300,Summer 2026,1569
1623,1170,Fall 2025,810
1624,1946,Spring 2026,455
1625,1874,Fall 2025,1644
1626,1782,Summer 2026,1039
1627,546,Fall 2025,420
1628,33,Fall 2025,694
1629,119,Summer 2026,1037
1630,1958,Summer 2026,361
1631,1325,Summer 2026,1645
1632,55,Fall 2025,438
1633,370,Fall 2025,563
1634,1807,Summer 2026,1311
1635,398,Summer 2026,555
1636,1663,Fall 2025,1503
1637,1887,Summer 2026,1481
1638,88,Spring 2026,86
1639,1743,Spring 2026,1708
1640,330,Spring 2026,366
1641,1778,Fall 2025,1485
1642,910,Fall 2025,1484
1643,1237,Fall 2025,1443
1644,532,Fall 2025,1289
1645,124,Fall 2025,1700
1646,784,Summer 2026,792
1647,1660,Fall 2025,512
1648,189,Summer 2026,374
1649,673,Spring 2026,792
1650,1130,Spring 2026,891
1651,1548,Fall 2025,980
1652,1948,Spring 2026,174
1653,828,Summer 2026,1149
1654,295,Summer 2026,111
1655,824,Spring 2026,592
1656,164,Fall 2025,1562
1657,1754,Spring 2026,1254
1658,1029,Spring 2026,1645
1659,361,Fall 2025,223
1660,1624,Fall 2025,1623
1661,1540,Fall 2025,1433
1662,1256,Summer 2026,1390
1663,1015,Spring 2026,1251
1664,555,Fall 2025,904
1665,70,Summer 2026,1737
1666,1338,Fall 2025,1210
1667,146,Fall 2025,336
1668,786,Fall 2025,1574
1669,1905,Fall 2025,562
1670,1159,Summer 2026,472
1671,911,Summer 2026,235
1672,320,Summer 2026,255
1673,1286,Summer 2026,1247
1674,1173,Fall 2025,1020
1675,300,Fall 2025,808
1676,942,Spring 2026,164
1677,1718,Summer 2026,1993
1678,272,Spring 2026,719
1679,1209,Summer 2026,607
1680,763,Spring 2026,658
1681,1331,Summer 2026,745
1682,864,Summer 2026,1930
1683,417,Spring 2026,470
1684,1269,Fall 2025,448
1685,178,Summer 2026,127
1686,323,Spring 2026,1396
1687,1148,Fall 2025,669
1688,248,Summer 2026,877
1689,264,Summer 2026,839
1690,777,Fall 2025,1182
1691,343,Summer 2026,731
1692,1221,Fall 2025,569
1693,1715,Summer 2026,691
1694,813,Summer 2026,109
1695,531,Spring 2026,1405
1696,240,Summer 2026,917
1697,1303,Spring 2026,850
1698,1338,Spring 2026,618
1699,331,Spring 2026,128
1700,477,Spring 2026,953
1701,744,Summer 2026,742
1702,1689,Spring 2026,738
1703,1457,Fall 2025,193
1704,1533,Fall 2025,923
1705,1542,Fall 2025,1534
1706,1383,Spring 2026,798
1707,1927,Fall 2025,1296
1708,1201,Fall 2025,286
1709,637,Fall 2025,1071
1710,314,Summer 2026,1988
1711,1365,Fall 2025,1313
1712,1767,Spring 2026,259
1713,1459,Spring 2026,1562
1714,604,Spring 2026,1418
1715,278,Fall 2025,1669
1716,1811,Fall 2025,146
1717,1442,Summer 2026,1064
1718,743,Fall 2025,356
1719,1892,Spring 2026,1168
1720,1273,Summer 2026,785
1721,1005,Fall 2025,1877
1722,715,Summer 2026,1931
1723,1113,Summer 2026,1844
1724,911,Spring 2026,639
1725,1467,Summer 2026,1463
1726,1581,Summer 2026,552
1727,1460,Spring 2026,1360
1728,1642,Fall 2025,1565
1729,1272,Spring 2026,1921
1730,1053,Summer 2026,1801
1731,638,Spring 2026,347
1732,1208,Fall 2025,1532
1733,1489,Summer 2026,1031
1734,24,Spring 2026,1814
1735,1557,Summer 2026,332
1736,815,Spring 2026,1521
1737,264,Spring 2026,1629
1738,647,Summer 2026,1393
1739,1164,Fall 2025,1355
1740,1610,Spring 2026,803
1741,746,Fall 2025,552
1742,608,Fall 2025,488
1743,1218,Spring 2026,368
1744,502,Spring 2026,209
1745,1092,Fall 2025,1498
1746,664,Summer 2026,678
1747,516,Spring 2026,1926
1748,194,Summer 2026,1186
1749,959,Summer 2026,1953
1750,122,Summer 2026,640
1751,472,Fall 2025,1006
1752,1556,Spring 2026,817
1753,1254,Summer 2026,1824
1754,297,Fall 2025,643
1755,238,Spring 2026,165
1756,677,Summer 2026,1873
1757,353,Spring 2026,317
1758,889,Summer 2026,1354
1759,1401,Spring 2026,816
1760,1229,Fall 2025,841
1761,309,Spring 2026,610
1762,1961,Summer 2026,139
1763,971,Spring 2026,1392
1764,1720,Summer 2026,696
1765,313,Fall 2025,524
1766,1087,Fall 2025,599
1767,290,Summer 2026,1338
1768,304,Spring 2026,456
1769,1412,Summer 2026,619
1770,1740,Spring 2026,492
1771,1633,Fall 2025,37
1772,147,Spring 2026,449
1773,382,Fall 2025,1104
1774,1192,Spring 2026,37
1775,1392,Fall 2025,563
1776,1561,Summer 2026,772
1777,1103,Fall 2025,1230
1778,934,Spring 2026,252
1779,1800,Spring 2026,1837
1780,648,Fall 2025,1502
1781,1142,Spring 2026,1821
1782,560,Spring 2026,1975
1783,958,Summer 2026,1622
1784,1505,Spring 2026,317
1785,1730,Summer 2026,689
1786,1376,Fall 2025,1733
1787,41,Summer 2026,1285
1788,726,Fall 2025,1173
1789,540,Fall 2025,1575
1790,480,Fall 2025,698
1791,413,Summer 2026,1186
1792,978,Spring 2026,295
1793,1069,Spring 2026,758
1794,666,Fall 2025,1715
1795,1265,Spring 2026,1569
1796,395,Spring 2026,1093
1797,510,Fall 2025,1209
1798,1100,Spring 2026,495
1799,1239,Fall 2025,241
1800,877,Spring 2026,659
1801,959,Spring 2026,1877
1802,1256,Spring 2026,1983
1803,711,Summer 2026,1702
1804,542,Summer 2026,1061
1805,1876,Fall 2025,1642
1806,178,Summer 2026,1134
1807,664,Fall 2025,1356
1808,1210,Fall 2025,499
1809,919,Spring 2026,1932
1810,1522,Spring 2026,1816
1811,176,Spring 2026,748
1812,451,Fall 2025,898
1813,1426,Fall 2025,1557
1814,305,Fall 2025,1100
1815,1000,Fall 2025,1381
1816,1068,Fall 2025,881
1817,131,Summer 2026,1638
1818,1932,Spring 2026,1003
1819,1895,Spring 2026,757
1820,954,Spring 2026,203
1821,1409,Fall 2025,349
1822,1915,Fall 2025,485
1823,1605,Summer 2026,1012
1824,1607,Fall 2025,1914
1825,1111,Spring 2026,36
1826,139,Summer 2026,1353
1827,1266,Fall 2025,1164
1828,639,Summer 2026,423
1829,43,Summer 2026,978
1830,1344,Summer 2026,969
1831,608,Spring 2026,780
1832,1549,Summer 2026,632
1833,1070,Summer 2026,288
1834,783,Fall 2025,1012
1835,929,Fall 2025,14
1836,1116,Summer 2026,1363
1837,1135,Spring 2026,1421
1838,299,Fall 2025,1151
1839,1416,Summer 2026,857
1840,1631,Summer 2026,137
1841,763,Summer 2026,331
1842,1566,Spring 2026,4
1843,1747,Summer 2026,478
1844,1396,Fall 2025,1210
1845,1714,Fall 2025,1094
1846,801,Fall 2025,646
1847,993,Summer 2026,1424
1848,1747,Summer 2026,1888
1849,554,Spring 2026,1846
1850,992,Spring 2026,146
1851,438,Summer 2026,186
1852,1588,Summer 2026,1694
1853,1525,Fall 2025,940
1854,501,Summer 2026,980
1855,655,Fall 2025,1924
1856,1189,Fall 2025,1555
1857,1197,Fall 2025,1639
1858,1610,Summer 2026,1895
1859,1924,Fall 2025,1387
1860,1310,Spring 2026,4
1861,10,Spring 2026,126
1862,1254,Summer 2026,715
1863,824,Summer 2026,1210
1864,148,Fall 2025,72
1865,1729,Summer 2026,1851
1866,142,Summer 2026,1145
1867,704,Spring 2026,153
1868,1738,Summer 2026,1835
1869,1782,Fall 2025,220
1870,1711,Summer 2026,511
1871,1129,Fall 2025,1747
1872,1621,Summer 2026,547
1873,361,Summer 2026,1309
1874,413,Summer 2026,831
1875,433,Spring 2026,44
1876,474,Fall 2025,1756
1877,1158,Spring 2026,1863
1878,1623,Fall 2025,1735
1879,282,Fall 2025,633
1880,1211,Fall 2025,1750
1881,499,Spring 2026,1936
1882,1019,Summer 2026,1238
1883,860,Spring 2026,1006
1884,1458,Fall 2025,142
1885,670,Summer 2026,1167
1886,914,Summer 2026,1346
1887,63,Summer 2026,1169
1888,1608,Summer 2026,93
1889,1839,Fall 2025,338
1890,665,Spring 2026,1773
1891,791,Spring 2026,1658
1892,1215,Spring 2026,1439
1893,1373,Summer 2026,263
1894,502,Summer 2026,1538
1895,729,Spring 2026,1378
1896,1718,Fall 2025,1110
1897,827,Fall 2025,1348
1898,1119,Spring 2026,1465
1899,159,Spring 2026,70
1900,1834,Spring 2026,1984
1901,929,Summer 2026,595
1902,1658,Fall 2025,226
1903,1533,Spring 2026,249
1904,1273,Summer 2026,262
1905,1404,Fall 2025,485
1906,180,Spring 2026,496
1907,683,Spring 2026,1182
1908,805,Spring 2026,1393
1909,1898,Summer 2026,1441
1910,424,Spring 2026,3
1911,1350,Summer 2026,174
1912,840,Summer 2026,1763
1913,274,Spring 2026,783
1914,14,Spring 2026,1132
1915,1321,Fall 2025,1254
1916,302,Fall 2025,1395
1917,476,Fall 2025,677
1918,1494,Fall 2025,263
1919,1465,Summer 2026,1446
1920,1800,Spring 2026,955
1921,200,Spring 2026,1921
1922,1763,Summer 2026,180
1923,1205,Spring 2026,639
1924,905,Spring 2026,1606
1925,550,Spring 2026,990
1926,73,Fall 2025,513
1927,1858,Spring 2026,125
1928,679,Spring 2026,1641
1929,1072,Summer 2026,1760
1930,1865,Spring 2026,549
