ScheduleID,SectionID,RoomID,Class_Time,End_Time
2268,1673,3872,1899-12-30 08:30:00,1899-12-30 10:30:00
2270,694,4144,1899-12-30 12:00:00,1899-12-30 14:00:00
2272,147,5632,1899-12-30 08:30:00,1899-12-30 10:30:00
2274,1774,2647,1899-12-30 08:30:00,1899-12-30 10:30:00
2276,476,60,1899-12-30 08:30:00,1899-12-30 10:30:00
2278,1519,4789,1899-12-30 08:30:00,1899-12-30 10:30:00
2280,1138,5394,1899-12-30 08:30:00,1899-12-30 10:30:00
2282,1358,1899,1899-12-30 13:45:00,1899-12-30 15:45:00
2284,1184,5419,1899-12-30 13:45:00,1899-12-30 15:45:00
2286,453,2493,1899-12-30 08:30:00,1899-12-30 10:30:00
2288,611,1132,1899-12-30 13:45:00,1899-12-30 15:45:00
2290,669,5263,1899-12-30 12:00:00,1899-12-30 14:00:00
2292,1527,3542,1899-12-30 08:30:00,1899-12-30 10:30:00
2294,282,1205,1899-12-30 13:45:00,1899-12-30 15:45:00
2296,89,2474,1899-12-30 08:30:00,1899-12-30 10:30:00
2298,363,430,1899-12-30 10:15:00,1899-12-30 12:15:00
2300,738,2376,1899-12-30 12:00:00,1899-12-30 14:00:00
2302,610,2350,1899-12-30 08:30:00,1899-12-30 10:30:00
2304,616,1343,1899-12-30 08:30:00,1899-12-30 10:30:00
2306,754,2602,1899-12-30 08:30:00,1899-12-30 10:30:00
2308,680,4380,1899-12-30 12:00:00,1899-12-30 14:00:00
2310,676,2557,1899-12-30 12:00:00,1899-12-30 14:00:00
2312,63,1731,1899-12-30 13:45:00,1899-12-30 15:45:00
2314,12,3401,1899-12-30 12:00:00,1899-12-30 14:00:00
2316,150,2473,1899-12-30 08:30:00,1899-12-30 10:30:00
2318,1646,2521,1899-12-30 08:30:00,1899-12-30 10:30:00
2320,1446,2310,1899-12-30 08:30:00,1899-12-30 10:30:00
2322,1506,1708,1899-12-30 13:45:00,1899-12-30 15:45:00
2324,1608,1367,1899-12-30 12:00:00,1899-12-30 14:00:00
2326,1883,3165,1899-12-30 12:00:00,1899-12-30 14:00:00
2328,453,5808,1899-12-30 12:00:00,1899-12-30 14:00:00
2330,1360,1620,1899-12-30 10:15:00,1899-12-30 12:15:00
2332,1414,18,1899-12-30 12:00:00,1899-12-30 14:00:00
2334,1591,1333,1899-12-30 10:15:00,1899-12-30 12:15:00
2336,1465,1153,1899-12-30 13:45:00,1899-12-30 15:45:00
2338,781,95,1899-12-30 12:00:00,1899-12-30 14:00:00
2340,380,432,1899-12-30 10:15:00,1899-12-30 12:15:00
2342,791,2243,1899-12-30 08:30:00,1899-12-30 10:30:00
2344,489,1526,1899-12-30 13:45:00,1899-12-30 15:45:00
2346,770,1090,1899-12-30 13:45:00,1899-12-30 15:45:00
2348,265,5455,1899-12-30 08:30:00,1899-12-30 10:30:00
2350,334,2160,1899-12-30 13:45:00,1899-12-30 15:45:00
2352,1033,654,1899-12-30 12:00:00,1899-12-30 14:00:00
2354,523,5829,1899-12-30 08:30:00,1899-12-30 10:30:00
2356,971,1772,1899-12-30 10:15:00,1899-12-30 12:15:00
2358,443,5833,1899-12-30 12:00:00,1899-12-30 14:00:00
2360,1900,5762,1899-12-30 08:30:00,1899-12-30 10:30:00
2362,40,3127,1899-12-30 12:00:00,1899-12-30 14:00:00
2364,235,1324,1899-12-30 08:30:00,1899-12-30 10:30:00
2366,1539,618,1899-12-30 08:30:00,1899-12-30 10:30:00
2368,871,5420,1899-12-30 08:30:00,1899-12-30 10:30:00
2370,367,699,1899-12-30 10:15:00,1899-12-30 12:15:00
2372,853,3190,1899-12-30 08:30:00,1899-12-30 10:30:00
2374,383,4161,1899-12-30 12:00:00,1899-12-30 14:00:00
2376,1846,3060,1899-12-30 10:15:00,1899-12-30 12:15:00
2378,647,2543,1899-12-30 10:15:00,1899-12-30 12:15:00
2380,1791,286,1899-12-30 08:30:00,1899-12-30 10:30:00
2382,1650,468,1899-12-30 10:15:00,1899-12-30 12:15:00
2384,1881,5649,1899-12-30 13:45:00,1899-12-30 15:45:00
2386,209,2750,1899-12-30 13:45:00,1899-12-30 15:45:00
2388,1560,1099,1899-12-30 08:30:00,1899-12-30 10:30:00
2390,490,58,1899-12-30 10:15:00,1899-12-30 12:15:00
2392,334,4979,1899-12-30 08:30:00,1899-12-30 10:30:00
2394,886,1529,1899-12-30 08:30:00,1899-12-30 10:30:00
2396,1222,1567,1899-12-30 12:00:00,1899-12-30 14:00:00
2398,1647,570,1899-12-30 10:15:00,1899-12-30 12:15:00
2400,1792,5613,1899-12-30 12:00:00,1899-12-30 14:00:00
2402,616,3849,1899-12-30 13:45:00,1899-12-30 15:45:00
2404,1350,1779,1899-12-30 13:45:00,1899-12-30 15:45:00
2406,1629,2345,1899-12-30 10:15:00,1899-12-30 12:15:00
2408,1019,1040,1899-12-30 13:45:00,1899-12-30 15:45:00
2410,892,5835,1899-12-30 08:30:00,1899-12-30 10:30:00
2412,1028,1803,1899-12-30 13:45:00,1899-12-30 15:45:00
2414,1986,2556,1899-12-30 10:15:00,1899-12-30 12:15:00
2416,287,3163,1899-12-30 08:30:00,1899-12-30 10:30:00
2418,781,2338,1899-12-30 13:45:00,1899-12-30 15:45:00
2420,183,5777,1899-12-30 08:30:00,1899-12-30 10:30:00
2422,925,4347,1899-12-30 12:00:00,1899-12-30 14:00:00
2424,782,2451,1899-12-30 12:00:00,1899-12-30 14:00:00
2426,1900,3147,1899-12-30 13:45:00,1899-12-30 15:45:00
2428,433,1316,1899-12-30 08:30:00,1899-12-30 10:30:00
2430,1964,5678,1899-12-30 10:15:00,1899-12-30 12:15:00
2432,1405,4830,1899-12-30 08:30:00,1899-12-30 10:30:00
2434,162,5395,1899-12-30 08:30:00,1899-12-30 10:30:00
2436,1364,3037,1899-12-30 12:00:00,1899-12-30 14:00:00
2438,1565,2331,1899-12-30 10:15:00,1899-12-30 12:15:00
2440,101,5977,1899-12-30 12:00:00,1899-12-30 14:00:00
2442,710,708,1899-12-30 08:30:00,1899-12-30 10:30:00
2444,691,3325,1899-12-30 13:45:00,1899-12-30 15:45:00
2446,155,4344,1899-12-30 12:00:00,1899-12-30 14:00:00
2448,1432,4775,1899-12-30 12:00:00,1899-12-30 14:00:00
2450,273,5247,1899-12-30 10:15:00,1899-12-30 12:15:00
2452,1717,4413,1899-12-30 08:30:00,1899-12-30 10:30:00
2454,1437,3426,1899-12-30 12:00:00,1899-12-30 14:00:00
2456,181,3283,1899-12-30 08:30:00,1899-12-30 10:30:00
2458,1842,1797,1899-12-30 10:15:00,1899-12-30 12:15:00
2460,1655,3932,1899-12-30 12:00:00,1899-12-30 14:00:00
2462,147,4643,1899-12-30 10:15:00,1899-12-30 12:15:00
2464,1152,1659,1899-12-30 12:00:00,1899-12-30 14:00:00
2466,1662,5336,1899-12-30 13:45:00,1899-12-30 15:45:00
2468,303,5434,1899-12-30 13:45:00,1899-12-30 15:45:00
2470,536,66,1899-12-30 13:45:00,1899-12-30 15:45:00
2472,1896,3159,1899-12-30 08:30:00,1899-12-30 10:30:00
2474,891,5591,1899-12-30 10:15:00,1899-12-30 12:15:00
2476,1828,4842,1899-12-30 10:15:00,1899-12-30 12:15:00
2478,1185,4488,1899-12-30 12:00:00,1899-12-30 14:00:00
2480,886,3266,1899-12-30 13:45:00,1899-12-30 15:45:00
2482,577,238,1899-12-30 13:45:00,1899-12-30 15:45:00
2484,1396,4709,1899-12-30 08:30:00,1899-12-30 10:30:00
2486,864,4559,1899-12-30 12:00:00,1899-12-30 14:00:00
2488,1929,3551,1899-12-30 10:15:00,1899-12-30 12:15:00
2490,1479,118,1899-12-30 13:45:00,1899-12-30 15:45:00
2492,1292,3321,1899-12-30 13:45:00,1899-12-30 15:45:00
2494,1082,450,1899-12-30 12:00:00,1899-12-30 14:00:00
2496,1876,5971,1899-12-30 10:15:00,1899-12-30 12:15:00
2498,401,1862,1899-12-30 08:30:00,1899-12-30 10:30:00
2500,1804,1166,1899-12-30 12:00:00,1899-12-30 14:00:00
2502,38,2200,1899-12-30 08:30:00,1899-12-30 10:30:00
2504,1513,4474,1899-12-30 13:45:00,1899-12-30 15:45:00
2506,1045,1125,1899-12-30 12:00:00,1899-12-30 14:00:00
2508,285,4518,1899-12-30 10:15:00,1899-12-30 12:15:00
2510,536,1199,1899-12-30 12:00:00,1899-12-30 14:00:00
2512,643,572,1899-12-30 12:00:00,1899-12-30 14:00:00
2514,442,1247,1899-12-30 10:15:00,1899-12-30 12:15:00
2516,629,3116,1899-12-30 12:00:00,1899-12-30 14:00:00
2518,489,4721,1899-12-30 13:45:00,1899-12-30 15:45:00
2520,456,2492,1899-12-30 12:00:00,1899-12-30 14:00:00
2522,1905,99,1899-12-30 10:15:00,1899-12-30 12:15:00
2524,1058,3538,1899-12-30 10:15:00,1899-12-30 12:15:00
2526,823,5553,1899-12-30 10:15:00,1899-12-30 12:15:00
2528,1132,1262,1899-12-30 13:45:00,1899-12-30 15:45:00
2530,1559,1979,1899-12-30 13:45:00,1899-12-30 15:45:00
2532,766,5958,1899-12-30 12:00:00,1899-12-30 14:00:00
2534,1094,4412,1899-12-30 13:45:00,1899-12-30 15:45:00
2536,814,63,1899-12-30 12:00:00,1899-12-30 14:00:00
2538,376,3632,1899-12-30 12:00:00,1899-12-30 14:00:00
2540,1354,2561,1899-12-30 13:45:00,1899-12-30 15:45:00
2542,314,5647,1899-12-30 12:00:00,1899-12-30 14:00:00
2544,1188,1901,1899-12-30 10:15:00,1899-12-30 12:15:00
2546,1385,4282,1899-12-30 13:45:00,1899-12-30 15:45:00
2548,998,3639,1899-12-30 12:00:00,1899-12-30 14:00:00
2550,392,2698,1899-12-30 10:15:00,1899-12-30 12:15:00
2552,1090,4558,1899-12-30 12:00:00,1899-12-30 14:00:00
2554,522,4538,1899-12-30 13:45:00,1899-12-30 15:45:00
2556,905,3282,1899-12-30 13:45:00,1899-12-30 15:45:00
2558,1585,2539,1899-12-30 08:30:00,1899-12-30 10:30:00
2560,1583,1722,1899-12-30 08:30:00,1899-12-30 10:30:00
2562,1753,2909,1899-12-30 10:15:00,1899-12-30 12:15:00
2564,1322,169,1899-12-30 08:30:00,1899-12-30 10:30:00
2566,322,4437,1899-12-30 12:00:00,1899-12-30 14:00:00
2568,1479,4197,1899-12-30 10:15:00,1899-12-30 12:15:00
2570,95,1667,1899-12-30 13:45:00,1899-12-30 15:45:00
2572,761,3886,1899-12-30 12:00:00,1899-12-30 14:00:00
2574,185,122,1899-12-30 13:45:00,1899-12-30 15:45:00
2576,409,3962,1899-12-30 10:15:00,1899-12-30 12:15:00
2578,1630,2568,1899-12-30 13:45:00,1899-12-30 15:45:00
2580,1854,3427,1899-12-30 13:45:00,1899-12-30 15:45:00
2582,1091,980,1899-12-30 13:45:00,1899-12-30 15:45:00
2584,1828,1860,1899-12-30 12:00:00,1899-12-30 14:00:00
2586,1674,4783,1899-12-30 08:30:00,1899-12-30 10:30:00
2588,1566,2473,1899-12-30 12:00:00,1899-12-30 14:00:00
2590,2001,5151,1899-12-30 10:15:00,1899-12-30 12:15:00
2592,30,3103,1899-12-30 08:30:00,1899-12-30 10:30:00
2594,977,963,1899-12-30 10:15:00,1899-12-30 12:15:00
2596,983,1883,1899-12-30 10:15:00,1899-12-30 12:15:00
2598,274,2090,1899-12-30 10:15:00,1899-12-30 12:15:00
2600,269,411,1899-12-30 13:45:00,1899-12-30 15:45:00
2602,1392,5964,1899-12-30 08:30:00,1899-12-30 10:30:00
2604,551,5949,1899-12-30 10:15:00,1899-12-30 12:15:00
2606,830,5551,1899-12-30 13:45:00,1899-12-30 15:45:00
2608,955,887,1899-12-30 12:00:00,1899-12-30 14:00:00
2610,1197,3957,1899-12-30 13:45:00,1899-12-30 15:45:00
2612,351,834,1899-12-30 08:30:00,1899-12-30 10:30:00
2614,72,3973,1899-12-30 13:45:00,1899-12-30 15:45:00
2616,933,4503,1899-12-30 13:45:00,1899-12-30 15:45:00
2618,571,5653,1899-12-30 08:30:00,1899-12-30 10:30:00
2620,614,2364,1899-12-30 13:45:00,1899-12-30 15:45:00
2622,920,1143,1899-12-30 13:45:00,1899-12-30 15:45:00
2624,555,1586,1899-12-30 13:45:00,1899-12-30 15:45:00
2626,1022,3335,1899-12-30 13:45:00,1899-12-30 15:45:00
2628,951,3179,1899-12-30 12:00:00,1899-12-30 14:00:00
2630,2001,1856,1899-12-30 10:15:00,1899-12-30 12:15:00
2632,801,133,1899-12-30 13:45:00,1899-12-30 15:45:00
2634,1984,3799,1899-12-30 10:15:00,1899-12-30 12:15:00
2636,792,907,1899-12-30 08:30:00,1899-12-30 10:30:00
2638,496,5910,1899-12-30 08:30:00,1899-12-30 10:30:00
2640,130,857,1899-12-30 13:45:00,1899-12-30 15:45:00
2642,1363,597,1899-12-30 13:45:00,1899-12-30 15:45:00
2644,774,4505,1899-12-30 13:45:00,1899-12-30 15:45:00
2646,1395,5086,1899-12-30 10:15:00,1899-12-30 12:15:00
2648,1648,3687,1899-12-30 13:45:00,1899-12-30 15:45:00
2650,1985,1451,1899-12-30 08:30:00,1899-12-30 10:30:00
2652,1815,1547,1899-12-30 10:15:00,1899-12-30 12:15:00
2654,1304,1393,1899-12-30 08:30:00,1899-12-30 10:30:00
2656,1803,4268,1899-12-30 08:30:00,1899-12-30 10:30:00
2658,1545,1216,1899-12-30 08:30:00,1899-12-30 10:30:00
2660,244,1240,1899-12-30 13:45:00,1899-12-30 15:45:00
2662,1805,5890,1899-12-30 08:30:00,1899-12-30 10:30:00
2664,56,1706,1899-12-30 08:30:00,1899-12-30 10:30:00
2666,146,4265,1899-12-30 08:30:00,1899-12-30 10:30:00
2668,477,797,1899-12-30 12:00:00,1899-12-30 14:00:00
2670,1817,2677,1899-12-30 12:00:00,1899-12-30 14:00:00
2672,1263,3801,1899-12-30 13:45:00,1899-12-30 15:45:00
2674,631,2248,1899-12-30 08:30:00,1899-12-30 10:30:00
2676,1866,3029,1899-12-30 10:15:00,1899-12-30 12:15:00
2678,1378,885,1899-12-30 08:30:00,1899-12-30 10:30:00
2680,278,5999,1899-12-30 08:30:00,1899-12-30 10:30:00
2682,735,5458,1899-12-30 12:00:00,1899-12-30 14:00:00
2684,314,2871,1899-12-30 08:30:00,1899-12-30 10:30:00
2686,270,4684,1899-12-30 08:30:00,1899-12-30 10:30:00
2688,671,4361,1899-12-30 10:15:00,1899-12-30 12:15:00
2690,85,2806,1899-12-30 10:15:00,1899-12-30 12:15:00
2692,1923,5345,1899-12-30 12:00:00,1899-12-30 14:00:00
2694,1957,3837,1899-12-30 13:45:00,1899-12-30 15:45:00
2696,1341,5230,1899-12-30 12:00:00,1899-12-30 14:00:00
2698,1619,2835,1899-12-30 08:30:00,1899-12-30 10:30:00
2700,1620,1091,1899-12-30 10:15:00,1899-12-30 12:15:00
2702,1456,1808,1899-12-30 13:45:00,1899-12-30 15:45:00
2704,1946,2471,1899-12-30 10:15:00,1899-12-30 12:15:00
2706,686,3129,1899-12-30 08:30:00,1899-12-30 10:30:00
2708,1855,4870,1899-12-30 10:15:00,1899-12-30 12:15:00
2710,919,4664,1899-12-30 12:00:00,1899-12-30 14:00:00
2712,1207,478,1899-12-30 13:45:00,1899-12-30 15:45:00
2714,1396,5985,1899-12-30 13:45:00,1899-12-30 15:45:00
2716,2,4731,1899-12-30 12:00:00,1899-12-30 14:00:00
2718,1338,1751,1899-12-30 13:45:00,1899-12-30 15:45:00
2720,1126,2934,1899-12-30 10:15:00,1899-12-30 12:15:00
2722,1691,3791,1899-12-30 10:15:00,1899-12-30 12:15:00
2724,1162,5545,1899-12-30 12:00:00,1899-12-30 14:00:00
2726,702,715,1899-12-30 10:15:00,1899-12-30 12:15:00
2728,645,5247,1899-12-30 08:30:00,1899-12-30 10:30:00
2730,475,547,1899-12-30 12:00:00,1899-12-30 14:00:00
2732,1080,2568,1899-12-30 12:00:00,1899-12-30 14:00:00
2734,355,2206,1899-12-30 13:45:00,1899-12-30 15:45:00
2736,108,5008,1899-12-30 13:45:00,1899-12-30 15:45:00
2738,1445,5801,1899-12-30 12:00:00,1899-12-30 14:00:00
2740,1631,4242,1899-12-30 12:00:00,1899-12-30 14:00:00
2742,1741,4392,1899-12-30 08:30:00,1899-12-30 10:30:00
2744,1834,3091,1899-12-30 12:00:00,1899-12-30 14:00:00
2746,1549,4065,1899-12-30 13:45:00,1899-12-30 15:45:00
2748,17,1411,1899-12-30 10:15:00,1899-12-30 12:15:00
2750,66,1849,1899-12-30 08:30:00,1899-12-30 10:30:00
2752,266,2335,1899-12-30 13:45:00,1899-12-30 15:45:00
2754,1059,5199,1899-12-30 08:30:00,1899-12-30 10:30:00
2756,1038,2586,1899-12-30 13:45:00,1899-12-30 15:45:00
2758,1851,759,1899-12-30 12:00:00,1899-12-30 14:00:00
2760,514,2422,1899-12-30 12:00:00,1899-12-30 14:00:00
2762,1518,330,1899-12-30 12:00:00,1899-12-30 14:00:00
2764,632,2110,1899-12-30 13:45:00,1899-12-30 15:45:00
2766,960,1158,1899-12-30 10:15:00,1899-12-30 12:15:00
2768,106,894,1899-12-30 13:45:00,1899-12-30 15:45:00
2770,904,2149,1899-12-30 12:00:00,1899-12-30 14:00:00
2772,1494,3595,1899-12-30 12:00:00,1899-12-30 14:00:00
2774,1647,1432,1899-12-30 10:15:00,1899-12-30 12:15:00
2776,486,3442,1899-12-30 12:00:00,1899-12-30 14:00:00
2778,1481,1157,1899-12-30 08:30:00,1899-12-30 10:30:00
2780,1740,5243,1899-12-30 12:00:00,1899-12-30 14:00:00
2782,1769,615,1899-12-30 08:30:00,1899-12-30 10:30:00
2784,1987,4217,1899-12-30 13:45:00,1899-12-30 15:45:00
2786,381,2513,1899-12-30 10:15:00,1899-12-30 12:15:00
2788,1087,4163,1899-12-30 10:15:00,1899-12-30 12:15:00
2790,1629,1175,1899-12-30 10:15:00,1899-12-30 12:15:00
2792,871,5449,1899-12-30 13:45:00,1899-12-30 15:45:00
2794,1810,5486,1899-12-30 12:00:00,1899-12-30 14:00:00
2796,636,47,1899-12-30 13:45:00,1899-12-30 15:45:00
2798,214,1989,1899-12-30 13:45:00,1899-12-30 15:45:00
2800,303,2810,1899-12-30 10:15:00,1899-12-30 12:15:00
2802,666,774,1899-12-30 10:15:00,1899-12-30 12:15:00
2804,1465,3680,1899-12-30 08:30:00,1899-12-30 10:30:00
2806,564,3654,1899-12-30 13:45:00,1899-12-30 15:45:00
2808,1661,1284,1899-12-30 10:15:00,1899-12-30 12:15:00
2810,1001,920,1899-12-30 12:00:00,1899-12-30 14:00:00
2812,1762,5158,1899-12-30 10:15:00,1899-12-30 12:15:00
2814,1030,2239,1899-12-30 10:15:00,1899-12-30 12:15:00
2816,1187,3912,1899-12-30 12:00:00,1899-12-30 14:00:00
2818,1263,580,1899-12-30 08:30:00,1899-12-30 10:30:00
2820,732,2083,1899-12-30 13:45:00,1899-12-30 15:45:00
2822,97,4736,1899-12-30 10:15:00,1899-12-30 12:15:00
2824,1721,608,1899-12-30 12:00:00,1899-12-30 14:00:00
2826,697,3090,1899-12-30 10:15:00,1899-12-30 12:15:00
2828,276,3686,1899-12-30 13:45:00,1899-12-30 15:45:00
2830,1070,5244,1899-12-30 13:45:00,1899-12-30 15:45:00
2832,1119,4943,1899-12-30 08:30:00,1899-12-30 10:30:00
2834,976,3917,1899-12-30 08:30:00,1899-12-30 10:30:00
2836,1737,2135,1899-12-30 10:15:00,1899-12-30 12:15:00
2838,1407,4752,1899-12-30 13:45:00,1899-12-30 15:45:00
2840,179,4395,1899-12-30 08:30:00,1899-12-30 10:30:00
2842,1046,4480,1899-12-30 08:30:00,1899-12-30 10:30:00
2844,645,4062,1899-12-30 08:30:00,1899-12-30 10:30:00
2846,838,5742,1899-12-30 08:30:00,1899-12-30 10:30:00
2848,1420,3298,1899-12-30 10:15:00,1899-12-30 12:15:00
2850,1869,2455,1899-12-30 12:00:00,1899-12-30 14:00:00
2852,537,2420,1899-12-30 13:45:00,1899-12-30 15:45:00
2854,93,412,1899-12-30 10:15:00,1899-12-30 12:15:00
2856,630,3604,1899-12-30 12:00:00,1899-12-30 14:00:00
2858,662,616,1899-12-30 12:00:00,1899-12-30 14:00:00
2860,1225,1588,1899-12-30 08:30:00,1899-12-30 10:30:00
2862,746,440,1899-12-30 12:00:00,1899-12-30 14:00:00
2864,1040,5078,1899-12-30 08:30:00,1899-12-30 10:30:00
2866,717,3949,1899-12-30 10:15:00,1899-12-30 12:15:00
2868,1802,596,1899-12-30 10:15:00,1899-12-30 12:15:00
2870,590,3373,1899-12-30 13:45:00,1899-12-30 15:45:00
2872,1299,2687,1899-12-30 13:45:00,1899-12-30 15:45:00
2874,1068,5114,1899-12-30 12:00:00,1899-12-30 14:00:00
2876,490,1294,1899-12-30 12:00:00,1899-12-30 14:00:00
2878,1228,4567,1899-12-30 10:15:00,1899-12-30 12:15:00
2880,1412,5547,1899-12-30 10:15:00,1899-12-30 12:15:00
2882,1194,445,1899-12-30 08:30:00,1899-12-30 10:30:00
2884,861,1203,1899-12-30 08:30:00,1899-12-30 10:30:00
2886,1999,799,1899-12-30 13:45:00,1899-12-30 15:45:00
2888,175,3591,1899-12-30 08:30:00,1899-12-30 10:30:00
2890,1944,1354,1899-12-30 08:30:00,1899-12-30 10:30:00
2892,1175,2566,1899-12-30 10:15:00,1899-12-30 12:15:00
2894,1657,982,1899-12-30 10:15:00,1899-12-30 12:15:00
2896,1466,3340,1899-12-30 13:45:00,1899-12-30 15:45:00
2898,1734,5001,1899-12-30 10:15:00,1899-12-30 12:15:00
2900,363,394,1899-12-30 12:00:00,1899-12-30 14:00:00
2902,877,5996,1899-12-30 10:15:00,1899-12-30 12:15:00
2904,237,619,1899-12-30 08:30:00,1899-12-30 10:30:00
2906,1148,5914,1899-12-30 08:30:00,1899-12-30 10:30:00
2908,934,5022,1899-12-30 12:00:00,1899-12-30 14:00:00
2910,236,883,1899-12-30 12:00:00,1899-12-30 14:00:00
2912,380,1499,1899-12-30 13:45:00,1899-12-30 15:45:00
2914,1158,2657,1899-12-30 08:30:00,1899-12-30 10:30:00
2916,1573,5338,1899-12-30 10:15:00,1899-12-30 12:15:00
2918,348,2716,1899-12-30 12:00:00,1899-12-30 14:00:00
2920,1752,3777,1899-12-30 10:15:00,1899-12-30 12:15:00
2922,1642,1872,1899-12-30 10:15:00,1899-12-30 12:15:00
2924,508,461,1899-12-30 08:30:00,1899-12-30 10:30:00
2926,551,5789,1899-12-30 08:30:00,1899-12-30 10:30:00
2928,91,3740,1899-12-30 08:30:00,1899-12-30 10:30:00
2930,260,5465,1899-12-30 10:15:00,1899-12-30 12:15:00
2932,928,2347,1899-12-30 12:00:00,1899-12-30 14:00:00
2934,742,1395,1899-12-30 08:30:00,1899-12-30 10:30:00
2936,1029,400,1899-12-30 10:15:00,1899-12-30 12:15:00
2938,1154,3775,1899-12-30 08:30:00,1899-12-30 10:30:00
2940,579,137,1899-12-30 10:15:00,1899-12-30 12:15:00
2942,1662,5211,1899-12-30 10:15:00,1899-12-30 12:15:00
2944,193,1459,1899-12-30 13:45:00,1899-12-30 15:45:00
2946,1427,5078,1899-12-30 13:45:00,1899-12-30 15:45:00
2948,666,3843,1899-12-30 12:00:00,1899-12-30 14:00:00
2950,1767,1427,1899-12-30 08:30:00,1899-12-30 10:30:00
2952,56,393,1899-12-30 13:45:00,1899-12-30 15:45:00
2954,128,4043,1899-12-30 13:45:00,1899-12-30 15:45:00
2956,606,5339,1899-12-30 10:15:00,1899-12-30 12:15:00
2958,384,2820,1899-12-30 10:15:00,1899-12-30 12:15:00
2960,178,5110,1899-12-30 13:45:00,1899-12-30 15:45:00
2962,1036,1401,1899-12-30 12:00:00,1899-12-30 14:00:00
2964,65,209,1899-12-30 08:30:00,1899-12-30 10:30:00
2966,332,1341,1899-12-30 12:00:00,1899-12-30 14:00:00
2968,1271,2420,1899-12-30 12:00:00,1899-12-30 14:00:00
2970,572,1007,1899-12-30 10:15:00,1899-12-30 12:15:00
2972,1355,2178,1899-12-30 08:30:00,1899-12-30 10:30:00
2974,750,2114,1899-12-30 13:45:00,1899-12-30 15:45:00
2976,333,3811,1899-12-30 08:30:00,1899-12-30 10:30:00
2978,1305,3214,1899-12-30 13:45:00,1899-12-30 15:45:00
2980,1404,1313,1899-12-30 12:00:00,1899-12-30 14:00:00
2982,1430,141,1899-12-30 13:45:00,1899-12-30 15:45:00
2984,583,4522,1899-12-30 10:15:00,1899-12-30 12:15:00
2986,1578,4728,1899-12-30 10:15:00,1899-12-30 12:15:00
2988,221,2826,1899-12-30 10:15:00,1899-12-30 12:15:00
2990,1924,4256,1899-12-30 13:45:00,1899-12-30 15:45:00
2992,624,5117,1899-12-30 10:15:00,1899-12-30 12:15:00
2994,25,5213,1899-12-30 13:45:00,1899-12-30 15:45:00
2996,391,864,1899-12-30 12:00:00,1899-12-30 14:00:00
2998,629,1340,1899-12-30 13:45:00,1899-12-30 15:45:00
3000,1657,1688,1899-12-30 13:45:00,1899-12-30 15:45:00
3002,1689,5240,1899-12-30 08:30:00,1899-12-30 10:30:00
3004,1990,415,1899-12-30 13:45:00,1899-12-30 15:45:00
3006,950,4622,1899-12-30 12:00:00,1899-12-30 14:00:00
3008,1712,4881,1899-12-30 13:45:00,1899-12-30 15:45:00
3010,235,3499,1899-12-30 08:30:00,1899-12-30 10:30:00
3012,584,389,1899-12-30 08:30:00,1899-12-30 10:30:00
3014,1716,1645,1899-12-30 10:15:00,1899-12-30 12:15:00
3016,1333,807,1899-12-30 10:15:00,1899-12-30 12:15:00
3018,1364,1223,1899-12-30 12:00:00,1899-12-30 14:00:00
3020,1295,2685,1899-12-30 08:30:00,1899-12-30 10:30:00
3022,60,2197,1899-12-30 13:45:00,1899-12-30 15:45:00
3024,192,1770,1899-12-30 12:00:00,1899-12-30 14:00:00
3026,1662,2431,1899-12-30 08:30:00,1899-12-30 10:30:00
3028,275,3562,1899-12-30 12:00:00,1899-12-30 14:00:00
3030,961,2761,1899-12-30 13:45:00,1899-12-30 15:45:00
3032,132,4397,1899-12-30 12:00:00,1899-12-30 14:00:00
3034,803,2528,1899-12-30 10:15:00,1899-12-30 12:15:00
3036,1155,1919,1899-12-30 10:15:00,1899-12-30 12:15:00
3038,1155,221,1899-12-30 13:45:00,1899-12-30 15:45:00
3040,493,469,1899-12-30 10:15:00,1899-12-30 12:15:00
3042,837,1704,1899-12-30 08:30:00,1899-12-30 10:30:00
3044,503,2643,1899-12-30 12:00:00,1899-12-30 14:00:00
3046,231,4719,1899-12-30 08:30:00,1899-12-30 10:30:00
3048,1838,1594,1899-12-30 12:00:00,1899-12-30 14:00:00
3050,977,2171,1899-12-30 10:15:00,1899-12-30 12:15:00
3052,1368,2343,1899-12-30 12:00:00,1899-12-30 14:00:00
3054,124,4864,1899-12-30 12:00:00,1899-12-30 14:00:00
3056,1546,5616,1899-12-30 08:30:00,1899-12-30 10:30:00
3058,572,5803,1899-12-30 13:45:00,1899-12-30 15:45:00
3060,735,2909,1899-12-30 10:15:00,1899-12-30 12:15:00
3062,520,2122,1899-12-30 10:15:00,1899-12-30 12:15:00
3064,1013,2209,1899-12-30 10:15:00,1899-12-30 12:15:00
3066,719,814,1899-12-30 08:30:00,1899-12-30 10:30:00
3068,632,4157,1899-12-30 08:30:00,1899-12-30 10:30:00
3070,1959,970,1899-12-30 08:30:00,1899-12-30 10:30:00
3072,1876,5465,1899-12-30 10:15:00,1899-12-30 12:15:00
3074,541,5247,1899-12-30 12:00:00,1899-12-30 14:00:00
3076,1830,86,1899-12-30 12:00:00,1899-12-30 14:00:00
3078,707,3968,1899-12-30 08:30:00,1899-12-30 10:30:00
3080,977,276,1899-12-30 13:45:00,1899-12-30 15:45:00
