RoomID,Building,Capacity
1634,Building A,50
1635,Building C,100
1636,Building C,100
1637,Tech Lab,150
1638,Building A,60
1639,Building A,100
1640,Science Hub,30
1641,Science Hub,150
1642,Science Hub,40
1643,Science Hub,30
1644,Building B,100
1645,Building C,100
1646,Building C,100
1647,Building A,50
1648,Tech Lab,30
1649,Tech Lab,100
1650,Tech Lab,60
1651,Building A,100
1652,Tech Lab,50
1653,Science Hub,150
1654,Building B,60
1655,Science Hub,30
1656,Building A,30
1657,Building B,60
1658,Building B,40
1659,Science Hub,100
1660,Building B,100
1661,Building A,30
1662,Tech Lab,30
1663,Tech Lab,60
1664,Tech Lab,150
1665,Building B,40
1666,Science Hub,100
1667,Science Hub,150
1668,Building C,60
1669,Tech Lab,150
1670,Building A,50
1671,Building A,60
1672,Building A,60
1673,Building B,60
1674,Building B,150
1675,Tech Lab,150
1676,Building A,50
1677,Building B,30
1678,Tech Lab,100
1679,Tech Lab,100
1680,Building A,50
1681,Building C,60
1682,Building B,100
1683,Tech Lab,40
1684,Science Hub,60
1685,Building A,50
1686,Tech Lab,40
1687,Building B,40
1688,Building A,50
1689,Science Hub,50
1690,Building C,100
1691,Building B,50
1692,Tech Lab,30
1693,Building A,60
1694,Building A,150
1695,Tech Lab,50
1696,Tech Lab,100
1697,Building C,150
1698,Tech Lab,30
1699,Building B,30
1700,Building B,100
1701,Tech Lab,100
1702,Building B,100
1703,Building A,30
1704,Building C,40
1705,Science Hub,100
1706,Building A,30
1707,Science Hub,100
1708,Building C,50
1709,Science Hub,50
1710,Building B,150
1711,Building B,150
1712,Building B,30
1713,Tech Lab,30
1714,Building A,50
1715,Tech Lab,30
1716,Building A,150
1717,Building C,150
1718,Building B,40
1719,Science Hub,150
1720,Tech Lab,30
1721,Building B,40
1722,Building B,60
1723,Tech Lab,60
1724,Building C,60
1725,Building A,100
1726,Building C,60
1727,Building C,40
1728,Tech Lab,50
1729,Building C,40
1730,Building C,100
1731,Building A,50
1732,Science Hub,150
1733,Building B,50
1734,Building A,60
1735,Building B,50
1736,Building B,40
1737,Tech Lab,40
1738,Building A,150
1739,Building B,50
1740,Building C,40
1741,Building C,30
1742,Building C,60
1743,Science Hub,40
1744,Tech Lab,30
1745,Science Hub,30
1746,Science Hub,30
1747,Building C,30
1748,Building C,100
1749,Building A,30
1750,Building C,60
1751,Building A,30
1752,Building C,100
1753,Science Hub,30
1754,Tech Lab,150
1755,Tech Lab,30
1756,Tech Lab,100
1757,Building B,60
1758,Building B,60
1759,Building A,40
1760,Building A,100
1761,Building A,30
1762,Building A,60
1763,Science Hub,50
1764,Science Hub,100
1765,Building A,150
1766,Tech Lab,30
1767,Building A,100
1768,Science Hub,30
1769,Science Hub,150
1770,Building C,50
1771,Science Hub,150
1772,Science Hub,40
1773,Science Hub,40
1774,Building C,100
1775,Science Hub,40
1776,Science Hub,50
1777,Building C,150
1778,Tech Lab,30
1779,Building A,150
1780,Building A,100
1781,Tech Lab,50
1782,Building C,100
1783,Building A,100
1784,Building C,150
1785,Tech Lab,60
1786,Science Hub,40
1787,Science Hub,40
1788,Building C,100
1789,Building C,150
1790,Tech Lab,40
1791,Building C,150
1792,Tech Lab,150
1793,Building A,40
1794,Building C,60
1795,Science Hub,30
1796,Science Hub,50
1797,Building A,50
1798,Tech Lab,40
1799,Science Hub,30
1800,Building C,50
1801,Tech Lab,150
1802,Building B,30
1803,Building C,50
1804,Building A,50
1805,Building B,40
1806,Science Hub,50
1807,Building B,30
1808,Tech Lab,50
1809,Building C,30
1810,Building B,50
1811,Building A,100
1812,Building B,150
1813,Science Hub,150
1814,Building A,50
1815,Building C,60
1816,Building B,150
1817,Building A,60
1818,Building A,100
1819,Building B,30
1820,Building B,150
1821,Tech Lab,50
1822,Science Hub,100
1823,Science Hub,30
1824,Tech Lab,60
1825,Building C,40
1826,Science Hub,100
1827,Building A,150
1828,Building A,100
1829,Building A,60
1830,Building B,30
1831,Science Hub,40
1832,Building A,60
1833,Science Hub,150
1834,Building C,60
1835,Building A,100
1836,Building C,40
1837,Building A,30
1838,Building A,50
1839,Building C,100
1840,Building B,30
1841,Building B,50
1842,Tech Lab,100
1843,Building B,60
1844,Building A,150
1845,Building C,40
1846,Building A,30
1847,Tech Lab,40
1848,Building B,100
1849,Tech Lab,30
1850,Building C,150
1851,Building B,40
1852,Building A,60
1853,Science Hub,150
1854,Tech Lab,60
1855,Building C,50
1856,Building C,150
1857,Building A,100
1858,Building B,50
1859,Building B,40
1860,Building A,50
1861,Tech Lab,150
1862,Tech Lab,150
1863,Building A,60
1864,Building B,100
1865,Building B,30
1866,Building B,30
1867,Science Hub,100
1868,Building C,60
1869,Tech Lab,40
1870,Building B,150
1871,Building A,50
1872,Tech Lab,50
1873,Science Hub,150
1874,Tech Lab,40
1875,Science Hub,50
1876,Building A,30
1877,Building A,50
1878,Building B,40
1879,Building A,30
1880,Tech Lab,50
1881,Building C,100
1882,Building B,60
1883,Building C,150
1884,Building B,50
1885,Science Hub,30
1886,Building A,30
1887,Building C,100
1888,Building B,40
1889,Building A,50
1890,Science Hub,60
1891,Building B,30
1892,Tech Lab,100
1893,Building B,100
1894,Building B,40
1895,Building B,100
1896,Building C,40
1897,Building C,30
1898,Building B,50
1899,Science Hub,150
1900,Building B,40
1901,Building B,100
1902,Building B,40
1903,Science Hub,100
1904,Building B,60
1905,Science Hub,100
1906,Building C,50
1907,Building C,100
1908,Science Hub,100
1909,Building B,30
1910,Building B,60
1911,Building C,100
1912,Building C,30
1913,Building A,60
1914,Building B,30
1915,Building A,100
1916,Building A,50
1917,Tech Lab,50
1918,Tech Lab,60
1919,Tech Lab,60
1920,Building A,60
1921,Building B,30
1922,Tech Lab,100
1923,Building A,150
1924,Building C,150
1925,Building C,60
1926,Building C,60
1927,Building C,50
1928,Building C,30
1929,Tech Lab,60
1930,Building A,50
1931,Building C,150
1932,Tech Lab,100
1933,Building C,150
1934,Building C,40
1935,Building B,30
1936,Building A,30
1937,Building C,50
1938,Science Hub,30
1939,Tech Lab,40
1940,Tech Lab,40
1941,Building C,100
1942,Building C,100
1943,Science Hub,150
1944,Building C,100
1945,Building C,150
1946,Building C,100
1947,Science Hub,60
1948,Building B,30
1949,Tech Lab,50
1950,Tech Lab,30
1951,Building B,100
1952,Science Hub,60
1953,Building C,30
1954,Building B,60
1955,Tech Lab,100
1956,Science Hub,150
1957,Science Hub,100
1958,Science Hub,50
1959,Building A,30
1960,Building A,100
1961,Building B,60
1962,Tech Lab,150
1963,Building C,40
1964,Building C,100
1965,Science Hub,50
1966,Science Hub,60
1967,Science Hub,150
1968,Building C,150
1969,Building A,150
1970,Building C,150
1971,Tech Lab,30
1972,Building A,60
1973,Building C,50
1974,Building B,40
1975,Building B,150
1976,Building A,40
1977,Building B,150
1978,Science Hub,100
1979,Building C,100
1980,Tech Lab,30
1981,Building C,150
1982,Building C,30
1983,Building B,50
1984,Tech Lab,60
1985,Building A,150
1986,Science Hub,30
1987,Building A,50
1988,Tech Lab,100
1989,Science Hub,30
1990,Building B,100
1991,Building B,40
1992,Building B,30
1993,Building C,50
1994,Science Hub,60
1995,Tech Lab,50
1996,Science Hub,60
1997,Building A,40
1998,Building B,30
1999,Tech Lab,50
2000,Tech Lab,150
2001,Building C,100
2002,Building C,150
2003,Building B,30
2004,Building A,30
2005,Science Hub,100
2006,Building B,30
2007,Building A,40
2008,Building C,40
2009,Tech Lab,30
2010,Science Hub,100
2011,Building C,30
2012,Building A,100
2013,Building B,60
2014,Building A,50
2015,Science Hub,40
2016,Building B,50
2017,Building C,60
2018,Tech Lab,40
2019,Building A,40
2020,Science Hub,60
2021,Building B,150
2022,Science Hub,40
2023,Building C,150
2024,Science Hub,100
2025,Science Hub,30
2026,Science Hub,50
2027,Tech Lab,60
2028,Science Hub,40
2029,Science Hub,40
2030,Building B,50
2031,Building C,40
2032,Building A,50
2033,Building A,40
2034,Building C,40
2035,Science Hub,30
2036,Building C,40
2037,Building B,40
2038,Building B,30
2039,Building B,100
2040,Building B,60
2041,Science Hub,50
2042,Science Hub,30
2043,Science Hub,30
2044,Building A,40
2045,Tech Lab,30
2046,Building A,50
2047,Tech Lab,30
2048,Building C,100
2049,Science Hub,150
2050,Tech Lab,150
2051,Building A,40
2052,Building C,100
2053,Science Hub,150
2054,Tech Lab,60
2055,Tech Lab,100
2056,Building C,150
2057,Tech Lab,50
2058,Building C,50
2059,Building A,100
2060,Building C,150
2061,Tech Lab,50
2062,Building B,40
2063,Building A,100
2064,Building A,50
2065,Science Hub,60
2066,Tech Lab,150
2067,Building A,50
2068,Science Hub,30
2069,Building B,40
2070,Science Hub,150
2071,Building A,40
2072,Building B,50
2073,Building B,60
2074,Building A,100
2075,Building B,40
2076,Building B,60
2077,Science Hub,40
2078,Building A,50
2079,Building B,150
2080,Science Hub,150
2081,Building B,50
2082,Building A,40
2083,Building A,50
2084,Tech Lab,100
2085,Building C,30
2086,Building C,100
2087,Science Hub,60
2088,Science Hub,30
2089,Tech Lab,40
2090,Tech Lab,40
2091,Building A,60
2092,Building A,100
2093,Science Hub,50
2094,Building A,40
2095,Science Hub,50
2096,Science Hub,100
2097,Tech Lab,100
2098,Science Hub,100
2099,Building B,100
2100,Science Hub,30
2101,Science Hub,150
2102,Tech Lab,150
2103,Science Hub,30
2104,Building B,100
2105,Tech Lab,60
2106,Building A,100
2107,Science Hub,50
2108,Building A,30
2109,Building C,60
2110,Science Hub,100
2111,Science Hub,50
2508,Building A,100
2509,Building B,30
2510,Tech Lab,40
2511,Science Hub,60
2512,Building C,100
2513,Science Hub,40
2514,Science Hub,60
2515,Building C,40
2516,Building C,30
2517,Building A,30
2518,Building B,150
2519,Tech Lab,60
2520,Building C,50
2521,Building C,40
2522,Building B,50
2523,Building C,100
2524,Tech Lab,50
2525,Science Hub,40
2526,Building B,150
2527,Building C,60
2528,Tech Lab,30
2529,Building B,30
2530,Science Hub,50
2531,Building B,50
2532,Science Hub,50
2533,Building C,40
2534,Building C,50
2535,Science Hub,60
2536,Building B,150
2537,Building C,50
2538,Building A,100
2539,Tech Lab,150
2540,Building B,50
2541,Building C,60
2542,Building A,40
2543,Building C,150
2544,Tech Lab,40
2545,Science Hub,100
2546,Building B,150
2547,Science Hub,40
2548,Tech Lab,150
2549,Building A,100
2550,Science Hub,150
2551,Building B,150
2552,Building B,40
2553,Building A,50
2554,Building C,150
2555,Science Hub,40
2556,Building C,40
2557,Building C,40
2558,Science Hub,100
2559,Science Hub,30
2560,Building A,30
2561,Science Hub,150
2562,Building C,50
2563,Science Hub,40
2564,Tech Lab,50
2565,Tech Lab,100
2566,Building A,40
2567,Tech Lab,60
2568,Tech Lab,40
2569,Tech Lab,100
2570,Building A,50
2571,Building A,60
2572,Science Hub,150
2573,Science Hub,30
2574,Building C,100
2575,Building C,60
2576,Building A,50
2577,Building B,40
2578,Building B,150
2579,Building C,40
2580,Building B,60
2581,Science Hub,150
2582,Tech Lab,100
2583,Building C,60
2584,Building B,50
2585,Building B,100
2586,Building C,100
2587,Science Hub,100
2588,Building A,50
2589,Science Hub,150
2590,Tech Lab,40
2591,Building A,60
2592,Tech Lab,30
2593,Building B,50
2594,Tech Lab,60
2595,Tech Lab,100
2596,Building C,150
2597,Building C,50
2598,Science Hub,60
2599,Science Hub,50
2600,Building A,60
2601,Building B,30
2602,Building B,50
2603,Building A,60
2604,Tech Lab,150
2605,Tech Lab,150
2606,Building B,100
2607,Building B,30
2608,Tech Lab,100
2609,Tech Lab,40
2610,Science Hub,150
2611,Building C,50
2612,Science Hub,100
2613,Building C,60
2614,Tech Lab,60
2615,Tech Lab,50
2616,Building A,60
2617,Science Hub,50
2618,Tech Lab,30
2619,Building C,50
2620,Building B,150
2621,Science Hub,100
2622,Building B,30
2623,Building A,150
2624,Building C,50
2625,Building A,150
2626,Tech Lab,60
2627,Building A,40
2628,Building C,100
2629,Tech Lab,40
2630,Science Hub,50
2631,Building B,150
2632,Building C,150
2633,Building B,100
2634,Tech Lab,150
2635,Tech Lab,40
2636,Building C,100
2637,Tech Lab,60
2638,Building C,100
2639,Tech Lab,30
2640,Building A,30
2641,Building B,150
2642,Tech Lab,50
2643,Science Hub,150
2644,Building C,40
2645,Tech Lab,150
2646,Building A,150
2647,Building C,50
2648,Building A,150
2649,Tech Lab,40
2650,Science Hub,100
2651,Building A,40
2652,Building B,60
2653,Building A,30
2654,Tech Lab,30
2655,Tech Lab,150
2656,Building C,60
2657,Building C,150
2658,Building B,50
2659,Building B,60
2660,Science Hub,60
2661,Building B,100
2662,Science Hub,150
2663,Building A,40
2664,Tech Lab,150
2665,Building B,150
2666,Building B,60
2667,Building B,60
2668,Building A,100
2669,Building A,30
2670,Building C,50
2671,Building C,40
2672,Tech Lab,100
2673,Building C,150
2674,Building C,40
2675,Building C,150
2676,Science Hub,50
2677,Science Hub,150
2678,Tech Lab,50
2679,Building A,60
2680,Science Hub,30
2681,Tech Lab,150
2682,Tech Lab,40
2683,Building C,60
2684,Tech Lab,30
2685,Science Hub,50
2686,Building C,50
2687,Building A,150
2688,Tech Lab,150
2689,Building A,100
2690,Building B,60
2691,Building B,60
2692,Science Hub,40
2693,Building B,60
2694,Science Hub,50
2695,Building B,100
2696,Building A,50
2697,Science Hub,150
2698,Building B,100
2699,Building A,50
2700,Tech Lab,50
2701,Building C,50
2702,Tech Lab,60
2703,Science Hub,60
2704,Building B,50
2705,Building B,30
2706,Building C,50
2707,Tech Lab,60
2708,Tech Lab,50
2709,Tech Lab,40
2710,Building A,60
2711,Building C,100
2712,Building C,50
2713,Tech Lab,30
2714,Science Hub,60
2715,Building C,50
2716,Science Hub,30
2717,Tech Lab,150
2718,Building A,50
2719,Building A,40
2720,Building B,50
2721,Science Hub,50
2722,Tech Lab,150
2723,Building C,40
2724,Science Hub,50
2725,Science Hub,40
2726,Tech Lab,150
2727,Building B,30
2728,Building C,60
2729,Building A,150
2730,Building C,30
2731,Science Hub,60
2732,Building C,50
2733,Building B,30
2734,Science Hub,40
2735,Science Hub,30
2736,Science Hub,50
2737,Science Hub,60
2738,Science Hub,40
2739,Building A,40
2740,Science Hub,30
2741,Building B,30
2742,Science Hub,30
2743,Tech Lab,100
2744,Building C,50
2745,Building C,150
2746,Building A,30
2747,Building A,60
2748,Tech Lab,30
2749,Building C,100
2750,Science Hub,40
2751,Building A,60
2752,Building A,150
2753,Tech Lab,100
2754,Building A,100
2755,Science Hub,40
2756,Building C,100
2757,Building B,50
2758,Building B,150
2759,Tech Lab,60
2760,Building B,30
2761,Science Hub,50
2762,Tech Lab,150
2763,Science Hub,100
2764,Tech Lab,30
2765,Building A,40
2766,Building C,40
2767,Building A,100
2768,Building C,60
2769,Building B,30
2770,Science Hub,60
2771,Building C,100
2772,Building C,100
2773,Building C,150
2774,Building A,40
2775,Tech Lab,150
2776,Science Hub,40
2777,Building B,30
2778,Science Hub,60
2779,Building A,40
2780,Tech Lab,30
2781,Building A,100
2782,Tech Lab,40
2783,Building A,30
2784,Building B,40
2785,Building B,50
2786,Science Hub,100
2787,Building C,30
2788,Tech Lab,40
2789,Building B,60
2790,Building A,30
2791,Tech Lab,60
2792,Tech Lab,30
2793,Building C,50
2794,Building B,50
2795,Science Hub,40
2796,Building C,150
2797,Building A,40
2798,Science Hub,150
2799,Building B,100
2800,Tech Lab,50
2801,Tech Lab,50
2802,Building C,100
2803,Building B,60
2804,Building A,50
2805,Science Hub,30
2806,Tech Lab,50
2807,Building C,50
2808,Science Hub,60
2809,Building B,40
2810,Building C,40
2811,Science Hub,40
2812,Building A,30
2813,Tech Lab,100
2814,Building B,100
2815,Building A,60
2816,Tech Lab,60
2817,Building A,40
2818,Science Hub,100
2819,Science Hub,60
2820,Building A,60
2821,Science Hub,50
2822,Tech Lab,100
2823,Building C,60
2824,Building B,40
2825,Building A,100
2826,Tech Lab,50
2827,Science Hub,150
2828,Science Hub,40
2829,Science Hub,60
2830,Science Hub,100
2831,Building B,50
2832,Building A,100
2833,Building C,50
2834,Science Hub,50
2835,Building B,40
2836,Building A,50
2837,Building A,150
2838,Building B,30
2839,Building B,40
2840,Tech Lab,150
2841,Building B,30
2842,Building C,60
2843,Building C,50
2844,Tech Lab,150
2845,Building B,30
2846,Building B,60
2847,Building B,150
2848,Tech Lab,30
2849,Science Hub,60
2850,Tech Lab,60
2851,Science Hub,100
2852,Building C,100
2853,Building B,100
2854,Building B,100
2855,Building B,100
2856,Tech Lab,150
2857,Science Hub,30
2858,Tech Lab,100
2859,Tech Lab,50
2860,Building C,150
2861,Science Hub,100
2862,Tech Lab,40
2863,Building A,150
2864,Building C,30
2865,Building C,40
2866,Science Hub,30
2867,Science Hub,30
2868,Building C,150
2869,Building A,40
2870,Science Hub,60
2871,Tech Lab,150
2872,Building C,40
2873,Tech Lab,150
2874,Building B,150
2875,Science Hub,50
2876,Tech Lab,150
2877,Science Hub,100
2878,Tech Lab,150
2879,Tech Lab,50
2880,Building C,30
2881,Tech Lab,40
2882,Science Hub,40
2883,Science Hub,50
2884,Tech Lab,60
2885,Building C,100
2886,Tech Lab,40
2887,Science Hub,50
2888,Building B,100
2889,Tech Lab,50
2890,Building C,100
2891,Building B,150
2892,Science Hub,40
2893,Science Hub,100
2894,Building A,40
2895,Building A,100
2896,Science Hub,40
2897,Science Hub,100
2898,Building B,50
2899,Science Hub,30
2900,Building A,100
2901,Tech Lab,50
2902,Tech Lab,50
2903,Building B,60
2904,Building A,60
2905,Building A,150
2906,Tech Lab,150
2907,Building B,60
2908,Building B,40
2909,Building B,50
2910,Building B,100
2911,Building B,60
2912,Science Hub,100
2913,Building A,50
2914,Science Hub,150
2915,Building A,40
2916,Building A,100
2917,Building C,60
2918,Building A,50
2919,Building C,100
2920,Building A,40
2921,Science Hub,150
2922,Building C,30
2923,Tech Lab,150
2924,Building B,150
2925,Tech Lab,100
2926,Tech Lab,50
2927,Building B,40
2928,Science Hub,150
2929,Building C,100
2930,Science Hub,100
2931,Tech Lab,40
2932,Tech Lab,50
2933,Science Hub,50
2934,Science Hub,60
2935,Building C,60
2936,Science Hub,60
2937,Building A,40
2938,Building A,30
2939,Building C,40
2940,Tech Lab,100
2941,Building C,40
2942,Building C,50
2943,Building B,30
2944,Tech Lab,30
2945,Building A,40
2946,Tech Lab,30
2947,Science Hub,30
2948,Science Hub,50
2949,Building A,50
2950,Building A,60
2951,Tech Lab,40
2952,Tech Lab,60
2953,Building B,150
2954,Tech Lab,50
2955,Building A,60
2956,Building B,50
2957,Building C,150
2958,Science Hub,100
2959,Building C,50
2960,Building C,60
2961,Building B,100
2962,Tech Lab,40
2963,Building B,40
2964,Tech Lab,150
2965,Tech Lab,60
2966,Tech Lab,100
2967,Building B,30
2968,Building B,150
2969,Building A,50
2970,Science Hub,50
2971,Building C,100
2972,Building A,100
2973,Building A,60
2974,Building C,60
2975,Building C,100
2976,Building A,30
2977,Science Hub,40
2978,Tech Lab,150
2979,Building A,150
2980,Building C,60
2981,Science Hub,30
2982,Tech Lab,30
2983,Science Hub,50
2984,Tech Lab,150
2985,Science Hub,100
2986,Tech Lab,50
2987,Building C,50
2988,Building C,150
2989,Building A,30
2990,Building B,100
2991,Building B,60
2992,Building B,40
2993,Building A,30
2994,Building B,100
2995,Science Hub,30
2996,Building B,50
2997,Building C,100
2998,Science Hub,50
2999,Building A,60
3000,Tech Lab,30
3001,Building C,100
3002,Tech Lab,40
3003,Science Hub,150
3004,Science Hub,60
3005,Tech Lab,60
3006,Building C,60
3007,Building C,60
3008,Tech Lab,30
3009,Tech Lab,100
3010,Building A,40
3011,Science Hub,150
3012,Tech Lab,40
3013,Building B,50
3014,Building A,30
3015,Building A,100
3016,Tech Lab,150
3017,Tech Lab,40
3018,Building A,60
3019,Tech Lab,60
3020,Science Hub,60
3021,Building B,50
3022,Science Hub,30
3023,Building B,40
3024,Tech Lab,30
3025,Building A,50
3026,Building A,150
3027,Science Hub,150
3028,Science Hub,60
3029,Building B,30
3030,Science Hub,50
3031,Building B,30
3032,Science Hub,40
3033,Building B,30
3034,Building B,100
3035,Science Hub,50
3036,Building B,50
3037,Building C,30
3038,Building B,40
3039,Building A,30
3040,Building A,30
3041,Building B,150
3042,Building C,40
3043,Building B,50
3044,Building A,60
3045,Building B,50
3046,Building B,60
3047,Building A,150
3048,Building B,100
3049,Building B,150
3050,Tech Lab,150
3051,Building C,60
3052,Building A,50
3053,Building C,100
3054,Building A,150
3055,Tech Lab,30
3056,Building C,150
3057,Science Hub,40
3058,Building C,150
3059,Building C,60
3060,Tech Lab,30
3061,Building C,50
3062,Building A,150
3063,Building A,40
3064,Science Hub,40
3065,Science Hub,30
3066,Science Hub,100
3067,Building B,150
3068,Science Hub,50
3069,Building A,60
3070,Science Hub,50
3071,Building B,50
3072,Science Hub,60
3073,Science Hub,100
3074,Building A,50
3075,Building B,100
3076,Building C,150
3077,Science Hub,150
3078,Building B,60
3079,Building C,150
3080,Tech Lab,30
3081,Science Hub,50
3082,Building B,30
3083,Building A,40
3084,Building B,30
3085,Tech Lab,150
3086,Tech Lab,40
3087,Building A,30
3088,Science Hub,150
3089,Building C,100
3090,Building B,30
3091,Building C,40
3092,Building A,40
3093,Building C,60
3094,Tech Lab,40
3095,Building B,150
3096,Building C,40
3097,Science Hub,150
3098,Building B,50
3099,Tech Lab,150
3100,Building A,60
3101,Science Hub,60
3102,Building A,100
3103,Building A,60
3104,Building C,40
3105,Tech Lab,60
3106,Science Hub,40
3107,Building A,100
3108,Building C,100
3109,Building C,50
3110,Building B,150
3111,Science Hub,150
3112,Science Hub,150
3113,Building C,60
3114,Science Hub,30
3115,Building C,60
3116,Tech Lab,50
3117,Building A,40
3118,Science Hub,50
3119,Building A,50
3120,Science Hub,100
3121,Building A,50
3122,Tech Lab,100
3123,Building A,30
3124,Building B,30
3125,Building C,150
3126,Science Hub,150
3127,Tech Lab,150
3128,Science Hub,50
3129,Building B,50
3130,Building B,30
3131,Building A,30
3132,Science Hub,50
3133,Building B,50
3134,Science Hub,30
3135,Building B,150
3136,Building A,50
3137,Building C,30
3138,Building B,40
3139,Building A,100
3140,Tech Lab,150
3141,Tech Lab,40
3142,Building B,40
3143,Building C,150
3144,Building A,40
3145,Building A,100
3146,Building B,150
3147,Building A,30
3148,Building B,30
3149,Tech Lab,60
3150,Building A,100
3151,Science Hub,150
3152,Building C,50
3153,Building C,40
3154,Science Hub,30
3155,Building B,50
3156,Science Hub,30
3157,Tech Lab,40
3158,Tech Lab,40
3159,Building B,50
3160,Tech Lab,100
3161,Science Hub,60
3162,Building A,100
3163,Building B,100
3164,Science Hub,150
3165,Building C,60
3166,Tech Lab,50
3167,Building C,60
3168,Science Hub,150
3169,Building C,150
3170,Building C,40
3171,Building C,100
3172,Science Hub,60
3173,Tech Lab,60
3174,Building C,60
3175,Building A,40
3176,Science Hub,150
3177,Building C,150
3178,Building A,40
3179,Building B,40
3180,Tech Lab,100
3181,Science Hub,150
3182,Science Hub,50
3183,Tech Lab,40
3184,Building B,100
3185,Building C,50
3186,Building C,40
3187,Science Hub,50
3188,Science Hub,40
3189,Science Hub,100
3190,Building C,100
3191,Building B,60
3192,Tech Lab,40
3193,Tech Lab,40
3194,Building C,60
3195,Tech Lab,40
3196,Science Hub,60
3197,Building A,30
3198,Building A,40
3199,Building C,50
3200,Building B,60
3201,Science Hub,50
3202,Building C,150
3203,Building B,30
3204,Tech Lab,50
3205,Building A,30
3206,Building B,150
3207,Tech Lab,50
3208,Science Hub,50
3209,Building B,100
3210,Building C,30
3211,Building B,50
3212,Tech Lab,150
3213,Building C,40
3214,Tech Lab,40
3215,Building B,40
3216,Science Hub,60
3217,Science Hub,30
3218,Building B,150
3219,Tech Lab,30
3220,Building B,150
3221,Building C,60
3222,Building B,30
3223,Building B,100
3224,Tech Lab,30
3225,Building B,30
3226,Science Hub,60
3227,Science Hub,40
3228,Tech Lab,50
3229,Building B,60
3230,Tech Lab,100
3231,Building C,150
3232,Science Hub,60
3233,Building B,50
3234,Building A,50
3235,Science Hub,100
3236,Building C,30
3237,Building B,150
3238,Science Hub,100
3239,Building A,30
3240,Science Hub,30
3241,Building A,40
3242,Building C,60
3243,Building C,100
3244,Tech Lab,100
3245,Tech Lab,50
3246,Science Hub,60
3247,Tech Lab,40
3248,Tech Lab,50
3249,Building C,50
3250,Building B,150
3251,Tech Lab,100
3252,Building C,100
3253,Science Hub,40
3254,Science Hub,60
3255,Building B,30
3256,Building A,50
3257,Building B,30
3258,Building A,100
3259,Tech Lab,100
3260,Building A,100
3261,Tech Lab,50
3262,Building C,100
3263,Building A,50
3264,Building C,100
3265,Building A,150
3266,Science Hub,150
3267,Building B,30
3268,Building A,40
3269,Building A,30
3270,Tech Lab,100
3271,Building B,150
3272,Building B,40
3273,Building A,150
3274,Building B,50
3275,Building C,60
3276,Tech Lab,40
3277,Building C,100
3278,Tech Lab,60
3279,Building C,30
3280,Building B,40
3281,Science Hub,100
3282,Building A,40
3283,Building C,150
3284,Building B,150
3285,Science Hub,60
3286,Tech Lab,40
3287,Tech Lab,100
3288,Building A,60
3289,Tech Lab,30
3290,Tech Lab,40
3291,Science Hub,50
3292,Science Hub,40
3293,Building A,40
3294,Science Hub,60
3295,Science Hub,30
3296,Building C,40
3297,Building A,150
3298,Tech Lab,150
3299,Tech Lab,40
3300,Building C,40
3301,Building C,60
3302,Building A,100
3303,Science Hub,60
3304,Building B,50
3305,Building B,150
3306,Building C,60
3307,Building C,50
3308,Tech Lab,30
3309,Building B,40
3310,Tech Lab,60
3311,Building A,40
3312,Building A,30
3313,Tech Lab,50
3314,Building A,60
3315,Building A,40
3316,Building A,40
3317,Building B,30
3318,Building A,100
3319,Building C,30
3320,Building A,50
3321,Tech Lab,40
3322,Building B,50
3323,Tech Lab,60
3324,Tech Lab,50
3325,Science Hub,60
3326,Science Hub,100
3327,Building C,40
3328,Building B,100
3329,Building C,40
3330,Building A,60
3331,Science Hub,100
3332,Building A,150
3333,Building A,100
3334,Science Hub,40
3335,Building B,50
3336,Science Hub,40
3337,Tech Lab,50
3338,Building B,40
3339,Building C,150
3340,Building A,30
3341,Tech Lab,50
3342,Science Hub,100
3343,Building B,150
3344,Building B,50
3345,Building C,30
3346,Tech Lab,100
3347,Building A,60
3348,Tech Lab,100
3349,Building A,100
3350,Science Hub,150
3351,Science Hub,60
3352,Building C,40
3353,Tech Lab,30
3354,Science Hub,60
3355,Science Hub,100
3356,Building A,50
3357,Science Hub,100
3358,Building C,50
3359,Building C,40
3360,Building C,50
3361,Tech Lab,60
3362,Building B,60
3363,Building A,150
3364,Building A,150
3365,Building B,60
3366,Tech Lab,100
3367,Tech Lab,60
3368,Building A,150
3369,Tech Lab,40
3370,Building A,60
3371,Building C,30
3372,Tech Lab,30
3373,Building A,100
3374,Building B,100
3375,Building B,60
3376,Building B,40
3377,Tech Lab,30
3378,Building A,100
3379,Building A,150
3380,Science Hub,150
3381,Building A,100
3382,Science Hub,100
3383,Tech Lab,150
3384,Tech Lab,50
3385,Building C,100
3386,Building A,50
3387,Building C,30
3388,Building B,40
3389,Building B,100
3390,Building A,100
3391,Building C,100
3392,Building A,60
3393,Building C,40
3394,Tech Lab,40
3395,Building B,150
3396,Building B,60
3397,Building C,50
3398,Building C,60
3399,Building B,100
3400,Science Hub,30
3401,Building C,50
3402,Building C,60
3403,Science Hub,50
3404,Building C,100
3405,Science Hub,50
3406,Building A,150
3407,Building B,40
3408,Building C,60
3409,Tech Lab,40
3410,Tech Lab,50
3411,Science Hub,40
3412,Science Hub,100
3413,Building B,150
3414,Building B,30
3415,Building C,30
3416,Tech Lab,60
3417,Building B,50
3418,Building C,50
3419,Building A,100
3420,Tech Lab,150
3421,Building A,150
3422,Building B,60
3423,Building B,50
3424,Building C,60
