CourseID,CourseName,credits,DepartmentID
1285,Applied Ethical Hacking 7,2,6
1286,Advanced Machine Learning 4,3,6
1287,Introduction to Cloud Computing 4,4,5
1288,Fundamentals of Networks 8,2,2
1289,Advanced Programming 9,3,3
1290,Advanced Ethical Hacking 4,2,3
1291,Introduction to Data Structures 3,2,1
1292,Advanced Programming 1,4,2
1293,Fundamentals of Cloud Computing 5,3,6
1294,Advanced Data Structures 8,3,1
1295,Advanced Programming 4,2,2
1296,Advanced Programming 3,3,8
1297,Advanced Programming 7,3,5
1298,Fundamentals of Programming 8,3,4
1299,Systems in Data Structures 9,4,6
1300,Applied Ethical Hacking 5,4,5
1301,Introduction to Networks 9,4,1
1302,Advanced Machine Learning 5,3,7
1303,Advanced Machine Learning 8,2,4
1304,Advanced Cloud Computing 4,2,6
1305,Introduction to Programming 1,2,6
1306,Advanced Database Systems 8,3,1
1307,Fundamentals of Data Structures 4,3,1
1308,Advanced Ethical Hacking 9,3,4
1309,Advanced Data Structures 5,4,4
1310,Advanced Machine Learning 1,3,7
1311,Introduction to Ethical Hacking 9,4,7
1312,Advanced Database Systems 7,3,7
1313,Applied Data Structures 6,4,7
1314,Advanced Cloud Computing 8,3,5
1315,Applied Ethical Hacking 4,4,5
1316,Introduction to Networks 2,4,4
1317,Advanced Programming 4,3,3
1318,Systems in Networks 8,4,2
1319,Fundamentals of Data Structures 1,4,4
1320,Fundamentals of Data Structures 4,4,6
1321,Introduction to Networks 1,3,5
1322,Fundamentals of Networks 5,2,4
1323,Systems in Cloud Computing 9,2,5
1324,Fundamentals of Database Systems 2,4,6
1325,Applied Cloud Computing 3,4,3
1326,Introduction to Cloud Computing 8,3,6
1327,Systems in Database Systems 7,2,6
1328,Systems in Machine Learning 4,2,6
1329,Introduction to Data Structures 1,2,3
1330,Applied Machine Learning 2,4,7
1331,Applied Cloud Computing 2,4,2
1332,Applied Database Systems 3,3,7
1333,Systems in Ethical Hacking 7,4,3
1334,Fundamentals of Cloud Computing 8,4,6
1335,Introduction to Networks 9,3,5
1336,Applied Data Structures 2,4,4
1337,Advanced Networks 8,2,4
1338,Applied Data Structures 4,4,3
1339,Advanced Ethical Hacking 9,3,6
1340,Systems in Database Systems 3,3,5
1341,Applied Cloud Computing 4,4,2
1342,Applied Ethical Hacking 2,3,4
1343,Introduction to Networks 7,3,6
1344,Applied Machine Learning 3,4,8
1345,Systems in Programming 9,4,5
1346,Applied Cloud Computing 7,2,3
1347,Introduction to Data Structures 9,3,3
1348,Advanced Data Structures 8,4,3
1349,Applied Database Systems 6,4,1
1350,Systems in Cloud Computing 3,3,3
1351,Introduction to Programming 6,4,8
1352,Introduction to Cloud Computing 7,3,3
1353,Fundamentals of Data Structures 8,4,1
1354,Advanced Programming 5,2,4
1355,Fundamentals of Database Systems 8,3,2
1356,Advanced Database Systems 6,3,7
1357,Introduction to Machine Learning 2,4,4
1358,Introduction to Cloud Computing 8,2,1
1359,Advanced Networks 7,2,3
1360,Introduction to Ethical Hacking 1,4,8
1361,Systems in Machine Learning 1,3,6
1362,Introduction to Database Systems 9,4,1
1363,Advanced Programming 4,4,4
1364,Fundamentals of Data Structures 8,3,1
1365,Applied Ethical Hacking 7,2,6
1366,Advanced Cloud Computing 6,3,8
1367,Advanced Networks 6,2,8
1368,Systems in Database Systems 6,2,6
1369,Fundamentals of Database Systems 9,4,1
1370,Introduction to Data Structures 1,3,7
1371,Systems in Programming 6,2,8
1372,Fundamentals of Database Systems 4,2,4
1373,Applied Networks 3,4,7
1374,Applied Machine Learning 8,2,1
1375,Advanced Cloud Computing 9,2,8
1376,Systems in Machine Learning 4,4,7
1377,Introduction to Networks 9,3,1
1378,Advanced Ethical Hacking 6,3,6
1379,Fundamentals of Networks 5,4,8
1380,Applied Cloud Computing 2,3,1
1381,Fundamentals of Cloud Computing 3,2,6
1382,Systems in Cloud Computing 6,2,4
1383,Applied Cloud Computing 4,4,6
1384,Advanced Ethical Hacking 4,3,4
1385,Advanced Machine Learning 4,4,4
1386,Applied Data Structures 1,3,4
1387,Fundamentals of Networks 9,2,5
1388,Advanced Ethical Hacking 8,3,8
1389,Systems in Ethical Hacking 2,4,5
1390,Advanced Data Structures 1,4,3
1391,Introduction to Cloud Computing 4,2,2
1392,Advanced Data Structures 8,3,6
1393,Fundamentals of Cloud Computing 5,3,3
1394,Applied Database Systems 1,4,6
1395,Systems in Networks 5,3,1
1396,Advanced Networks 5,2,3
1397,Advanced Cloud Computing 1,4,5
1398,Introduction to Programming 4,2,2
1399,Systems in Programming 4,3,3
1400,Introduction to Database Systems 1,4,3
1401,Systems in Data Structures 6,2,8
1402,Introduction to Database Systems 3,3,1
1403,Systems in Cloud Computing 2,3,8
1404,Introduction to Programming 1,4,7
1405,Systems in Ethical Hacking 1,3,5
1406,Fundamentals of Programming 7,2,3
1407,Applied Networks 6,4,6
1408,Introduction to Cloud Computing 8,2,7
1409,Introduction to Ethical Hacking 5,4,3
1410,Systems in Ethical Hacking 1,2,7
1411,Applied Cloud Computing 4,3,1
1412,Advanced Cloud Computing 9,4,7
1413,Applied Database Systems 1,4,8
1414,Advanced Programming 1,2,4
1415,Fundamentals of Cloud Computing 7,2,7
1416,Advanced Database Systems 6,2,2
1417,Fundamentals of Data Structures 6,3,5
1418,Introduction to Ethical Hacking 4,3,3
1419,Introduction to Data Structures 3,3,3
1420,Advanced Networks 5,3,6
1421,Applied Machine Learning 5,3,7
1422,Advanced Cloud Computing 1,4,3
1423,Introduction to Programming 1,3,2
1424,Advanced Machine Learning 9,2,3
1425,Applied Data Structures 1,2,8
1426,Fundamentals of Cloud Computing 8,2,4
1427,Fundamentals of Cloud Computing 3,3,1
1428,Fundamentals of Data Structures 6,2,7
1429,Advanced Data Structures 1,3,8
1430,Fundamentals of Ethical Hacking 7,2,5
1431,Fundamentals of Data Structures 6,3,1
1432,Fundamentals of Programming 3,2,6
1433,Fundamentals of Networks 3,2,6
1434,Introduction to Cloud Computing 7,2,4
1435,Systems in Database Systems 7,4,1
1436,Introduction to Cloud Computing 1,2,5
1437,Systems in Ethical Hacking 8,3,5
1438,Systems in Cloud Computing 8,2,2
1439,Systems in Machine Learning 8,2,7
1440,Introduction to Programming 9,3,4
1441,Advanced Networks 3,2,1
1442,Applied Data Structures 4,3,6
1443,Systems in Database Systems 3,3,7
1444,Advanced Cloud Computing 7,4,4
1445,Systems in Cloud Computing 7,4,1
1446,Systems in Database Systems 6,2,4
1447,Introduction to Data Structures 4,4,5
1448,Systems in Data Structures 7,4,6
1449,Advanced Cloud Computing 3,4,8
1450,Applied Networks 3,2,8
1451,Introduction to Programming 5,2,8
1452,Applied Cloud Computing 8,2,6
1453,Introduction to Networks 1,3,2
1454,Introduction to Programming 7,4,7
1455,Systems in Data Structures 6,3,3
1456,Systems in Data Structures 8,4,4
1457,Introduction to Ethical Hacking 2,2,2
1458,Systems in Data Structures 2,2,6
1459,Applied Machine Learning 4,4,3
1460,Systems in Database Systems 5,4,7
1461,Introduction to Database Systems 6,2,6
1462,Advanced Data Structures 5,3,1
1463,Introduction to Networks 1,3,3
1464,Applied Database Systems 2,4,6
1465,Systems in Data Structures 6,2,8
1466,Applied Machine Learning 5,2,6
1467,Systems in Programming 2,2,5
1468,Fundamentals of Networks 5,3,1
1469,Applied Data Structures 2,2,2
1470,Systems in Cloud Computing 9,3,4
1471,Introduction to Programming 5,4,5
1472,Introduction to Programming 9,4,6
1473,Applied Programming 7,2,1
1474,Fundamentals of Machine Learning 6,3,7
1475,Advanced Machine Learning 4,3,5
1476,Systems in Programming 9,3,3
1477,Systems in Data Structures 9,4,4
1478,Advanced Machine Learning 5,3,1
1479,Advanced Cloud Computing 6,3,7
1480,Advanced Ethical Hacking 6,4,7
1481,Fundamentals of Data Structures 5,2,4
1482,Introduction to Database Systems 5,3,7
1483,Advanced Programming 4,2,7
1484,Introduction to Machine Learning 2,4,6
1485,Introduction to Programming 5,2,7
1486,Applied Programming 1,2,6
1487,Applied Database Systems 7,4,1
1488,Applied Data Structures 5,3,8
1489,Systems in Data Structures 8,4,8
1490,Systems in Machine Learning 9,4,4
1491,Introduction to Machine Learning 3,3,7
1492,Systems in Machine Learning 1,4,3
1493,Fundamentals of Networks 1,4,1
1494,Applied Networks 7,4,8
1495,Systems in Cloud Computing 8,2,2
1496,Fundamentals of Data Structures 3,4,6
1497,Fundamentals of Database Systems 5,4,8
1498,Fundamentals of Database Systems 1,4,3
1499,Systems in Data Structures 4,2,2
1500,Systems in Networks 4,2,7
1501,Applied Data Structures 7,2,7
1502,Applied Ethical Hacking 6,3,5
1503,Systems in Programming 9,2,5
1504,Introduction to Networks 1,2,2
1505,Fundamentals of Database Systems 2,3,3
1506,Introduction to Programming 1,2,3
1507,Introduction to Database Systems 3,3,8
1508,Fundamentals of Data Structures 4,3,7
1509,Applied Networks 8,2,2
1510,Systems in Cloud Computing 8,2,4
1511,Systems in Data Structures 5,4,5
1512,Introduction to Machine Learning 9,3,8
1513,Advanced Ethical Hacking 2,4,2
1514,Fundamentals of Database Systems 3,4,4
1515,Systems in Ethical Hacking 8,3,4
1516,Systems in Machine Learning 3,4,5
1517,Systems in Cloud Computing 6,2,4
1518,Introduction to Cloud Computing 2,2,6
1519,Applied Ethical Hacking 4,4,6
1520,Systems in Machine Learning 2,3,8
1521,Advanced Ethical Hacking 9,4,6
1522,Advanced Cloud Computing 7,4,1
1523,Systems in Machine Learning 6,2,2
1524,Fundamentals of Machine Learning 9,2,2
1525,Advanced Ethical Hacking 3,3,2
1526,Fundamentals of Programming 8,4,4
1527,Applied Networks 9,4,6
1528,Introduction to Machine Learning 7,4,3
1529,Systems in Data Structures 6,3,2
1530,Introduction to Machine Learning 9,3,5
1531,Applied Programming 4,4,7
1532,Introduction to Networks 9,3,3
1533,Advanced Cloud Computing 7,2,4
1534,Fundamentals of Networks 9,4,7
1535,Applied Cloud Computing 7,4,5
1536,Applied Networks 7,3,2
1537,Introduction to Cloud Computing 1,3,4
1538,Advanced Data Structures 5,3,5
1539,Applied Programming 7,2,4
1540,Applied Cloud Computing 8,3,2
1541,Advanced Ethical Hacking 8,3,1
1542,Fundamentals of Ethical Hacking 2,2,8
1543,Fundamentals of Data Structures 4,2,7
1544,Systems in Networks 2,2,7
1545,Advanced Database Systems 3,3,5
1546,Advanced Machine Learning 2,4,6
1547,Advanced Database Systems 6,2,8
1548,Fundamentals of Ethical Hacking 9,2,8
1549,Systems in Data Structures 9,3,6
1550,Systems in Database Systems 3,3,8
1551,Introduction to Ethical Hacking 4,3,2
1552,Fundamentals of Programming 2,4,8
1553,Fundamentals of Programming 8,2,6
1554,Systems in Data Structures 8,4,2
1555,Introduction to Machine Learning 9,3,1
1556,Fundamentals of Machine Learning 5,3,4
1557,Introduction to Programming 9,4,7
1558,Fundamentals of Data Structures 5,2,1
1559,Advanced Ethical Hacking 9,4,3
1560,Applied Programming 5,3,1
1561,Applied Programming 3,2,3
1562,Advanced Database Systems 1,2,7
1563,Fundamentals of Cloud Computing 8,2,2
1564,Systems in Database Systems 8,2,7
1565,Introduction to Database Systems 3,3,2
1566,Systems in Programming 8,3,1
1567,Advanced Networks 4,3,1
1568,Fundamentals of Cloud Computing 1,4,6
1569,Systems in Programming 5,4,5
1570,Introduction to Networks 6,2,6
1571,Applied Networks 8,4,4
1572,Systems in Machine Learning 8,2,3
1573,Fundamentals of Ethical Hacking 4,4,6
1574,Fundamentals of Database Systems 8,3,7
1575,Fundamentals of Database Systems 2,3,8
1576,Fundamentals of Ethical Hacking 6,3,2
1577,Fundamentals of Networks 7,4,4
1578,Systems in Database Systems 3,4,8
1579,Introduction to Data Structures 3,2,4
1580,Advanced Machine Learning 5,2,5
1581,Advanced Machine Learning 2,2,4
1582,Introduction to Cloud Computing 6,4,4
1583,Fundamentals of Programming 3,2,5
1584,Fundamentals of Cloud Computing 8,4,3
1585,Systems in Database Systems 5,2,3
1586,Applied Ethical Hacking 5,2,1
1587,Introduction to Data Structures 5,2,7
1588,Advanced Machine Learning 5,3,5
1589,Systems in Data Structures 4,3,2
1590,Introduction to Machine Learning 4,4,7
1591,Applied Ethical Hacking 9,2,5
1592,Applied Ethical Hacking 2,2,7
1593,Advanced Programming 4,2,1
1594,Fundamentals of Networks 2,4,1
1595,Advanced Data Structures 5,4,6
1596,Advanced Programming 4,2,3
1597,Fundamentals of Cloud Computing 6,4,3
1598,Introduction to Cloud Computing 2,4,1
1599,Introduction to Database Systems 8,3,4
1600,Advanced Data Structures 5,2,7
1601,Applied Programming 1,4,6
1602,Advanced Programming 7,4,8
1603,Applied Ethical Hacking 6,3,6
1604,Applied Cloud Computing 1,3,7
1605,Fundamentals of Networks 5,2,6
1606,Introduction to Data Structures 9,2,1
1607,Advanced Ethical Hacking 8,4,5
1608,Systems in Networks 3,4,2
1609,Fundamentals of Ethical Hacking 9,2,3
1610,Applied Data Structures 5,3,2
1611,Applied Database Systems 1,4,8
1612,Systems in Networks 3,2,3
1613,Advanced Database Systems 5,4,4
1614,Fundamentals of Programming 4,4,4
1615,Introduction to Database Systems 7,3,6
1616,Advanced Data Structures 6,2,1
1617,Introduction to Ethical Hacking 7,2,8
1618,Systems in Machine Learning 7,3,7
1619,Systems in Networks 3,4,6
1620,Applied Networks 9,3,8
1621,Systems in Cloud Computing 1,2,6
1622,Introduction to Cloud Computing 3,4,1
1623,Fundamentals of Database Systems 6,2,5
1624,Introduction to Database Systems 4,4,8
1625,Advanced Data Structures 8,4,1
1626,Systems in Programming 4,4,4
1627,Fundamentals of Cloud Computing 7,2,7
1628,Introduction to Networks 8,2,1
1629,Fundamentals of Networks 1,4,8
1630,Advanced Ethical Hacking 3,3,1
1631,Introduction to Networks 2,4,6
1632,Advanced Machine Learning 5,4,8
1633,Advanced Database Systems 7,2,2
1634,Fundamentals of Cloud Computing 5,3,5
1635,Introduction to Machine Learning 1,2,6
1636,Introduction to Networks 7,2,2
1637,Systems in Database Systems 7,2,4
1638,Applied Networks 4,3,4
1639,Introduction to Data Structures 3,2,8
1640,Applied Programming 3,2,2
1641,Introduction to Cloud Computing 6,2,3
1642,Advanced Programming 1,4,5
1643,Applied Cloud Computing 4,2,8
1644,Introduction to Networks 3,2,4
1645,Applied Cloud Computing 2,4,5
1646,Introduction to Data Structures 8,4,4
1647,Fundamentals of Ethical Hacking 6,4,7
1648,Systems in Machine Learning 6,3,4
1649,Advanced Ethical Hacking 4,2,5
1650,Applied Machine Learning 4,3,5
1651,Introduction to Machine Learning 1,2,6
1652,Fundamentals of Data Structures 5,3,1
1653,Introduction to Database Systems 9,4,3
1654,Fundamentals of Programming 7,4,4
1655,Applied Networks 7,2,8
1656,Advanced Networks 4,2,1
1657,Applied Data Structures 1,2,5
1658,Introduction to Ethical Hacking 9,3,5
1659,Advanced Ethical Hacking 7,3,1
1660,Fundamentals of Machine Learning 8,3,5
1661,Fundamentals of Machine Learning 7,2,1
1662,Introduction to Data Structures 2,3,3
1663,Introduction to Networks 2,2,7
1664,Systems in Database Systems 8,2,2
1665,Advanced Data Structures 9,3,3
1666,Systems in Cloud Computing 5,3,7
1667,Introduction to Cloud Computing 6,2,3
1668,Introduction to Programming 6,3,2
1669,Applied Networks 9,2,4
1670,Fundamentals of Data Structures 6,3,2
1671,Advanced Networks 4,2,4
1672,Advanced Networks 9,3,5
1673,Applied Data Structures 3,2,2
1674,Advanced Networks 7,3,7
1675,Applied Data Structures 2,2,3
1676,Applied Networks 5,2,3
1677,Fundamentals of Cloud Computing 5,4,7
1678,Introduction to Ethical Hacking 1,3,8
1679,Systems in Networks 5,3,3
1680,Introduction to Networks 4,3,2
1681,Introduction to Networks 6,3,1
1682,Advanced Data Structures 9,3,3
1683,Introduction to Cloud Computing 7,3,7
1684,Advanced Machine Learning 3,3,8
1685,Applied Cloud Computing 3,4,8
1686,Applied Networks 3,3,4
1687,Systems in Ethical Hacking 8,4,7
1688,Advanced Data Structures 3,3,6
1689,Fundamentals of Database Systems 1,4,2
1690,Fundamentals of Cloud Computing 5,3,2
1691,Fundamentals of Ethical Hacking 3,3,8
1692,Applied Programming 2,2,2
1693,Systems in Ethical Hacking 5,3,3
1694,Advanced Cloud Computing 1,2,2
1695,Systems in Data Structures 2,4,4
1696,Applied Machine Learning 5,3,6
1697,Systems in Machine Learning 1,4,3
1698,Systems in Database Systems 4,3,3
1699,Applied Networks 8,4,5
1700,Fundamentals of Ethical Hacking 9,3,1
1701,Advanced Data Structures 1,3,5
1702,Systems in Machine Learning 8,2,3
1703,Systems in Machine Learning 1,4,7
1704,Introduction to Database Systems 2,3,8
1705,Systems in Programming 3,4,5
1706,Fundamentals of Cloud Computing 4,3,6
1707,Fundamentals of Database Systems 7,4,8
1708,Fundamentals of Networks 1,3,2
1709,Applied Networks 6,4,5
1710,Introduction to Programming 6,4,3
1711,Advanced Database Systems 2,2,6
1712,Advanced Programming 5,4,2
1713,Introduction to Programming 9,4,6
1714,Advanced Programming 4,2,2
1715,Advanced Ethical Hacking 9,4,8
1716,Applied Programming 9,4,7
1717,Systems in Programming 3,4,8
1718,Applied Ethical Hacking 5,3,7
1719,Advanced Database Systems 4,3,1
1720,Introduction to Programming 9,2,8
1721,Advanced Networks 7,3,7
1722,Applied Machine Learning 2,4,7
1723,Applied Ethical Hacking 8,3,3
1724,Introduction to Ethical Hacking 7,4,8
1725,Advanced Machine Learning 9,4,1
1726,Fundamentals of Data Structures 4,3,7
1727,Applied Networks 1,3,8
1728,Introduction to Database Systems 9,3,5
1729,Applied Database Systems 7,3,6
1730,Fundamentals of Database Systems 1,4,6
1731,Fundamentals of Programming 3,4,5
1732,Introduction to Cloud Computing 2,4,6
1733,Fundamentals of Machine Learning 3,3,7
1734,Applied Database Systems 4,3,1
1735,Fundamentals of Ethical Hacking 2,3,4
1736,Applied Ethical Hacking 7,3,3
1737,Fundamentals of Machine Learning 5,2,4
1738,Advanced Ethical Hacking 9,3,7
1739,Introduction to Database Systems 8,2,5
1740,Applied Ethical Hacking 4,4,6
1741,Fundamentals of Cloud Computing 6,2,8
1742,Advanced Ethical Hacking 3,3,8
1743,Fundamentals of Database Systems 2,3,4
1744,Advanced Networks 7,2,2
1745,Introduction to Networks 6,4,3
1746,Fundamentals of Data Structures 8,2,2
1747,Introduction to Database Systems 9,2,6
1748,Advanced Networks 4,2,5
1749,Introduction to Machine Learning 6,4,3
1750,Systems in Networks 2,4,1
1751,Systems in Machine Learning 1,2,1
1752,Applied Data Structures 4,3,1
1753,Advanced Networks 5,4,4
1754,Introduction to Ethical Hacking 5,4,7
1755,Fundamentals of Database Systems 1,3,7
1756,Advanced Ethical Hacking 9,3,2
1757,Introduction to Ethical Hacking 7,4,7
1758,Systems in Networks 4,2,3
1759,Introduction to Ethical Hacking 3,2,6
1760,Systems in Database Systems 9,3,6
1761,Fundamentals of Cloud Computing 2,4,6
1762,Fundamentals of Networks 6,4,6
1763,Fundamentals of Ethical Hacking 5,3,1
1764,Fundamentals of Ethical Hacking 6,2,5
1765,Introduction to Data Structures 8,3,2
1766,Advanced Cloud Computing 4,3,7
1767,Advanced Programming 6,3,4
1768,Advanced Database Systems 9,3,4
1769,Applied Database Systems 5,4,5
1770,Advanced Programming 6,2,8
1771,Advanced Machine Learning 1,2,6
1772,Introduction to Database Systems 1,3,3
1773,Introduction to Ethical Hacking 8,3,4
1774,Fundamentals of Data Structures 1,4,4
1775,Introduction to Ethical Hacking 3,4,7
1776,Fundamentals of Programming 1,2,4
1777,Systems in Data Structures 7,4,7
1778,Introduction to Cloud Computing 4,2,2
1779,Introduction to Ethical Hacking 1,2,3
1780,Systems in Programming 7,3,2
1781,Applied Machine Learning 3,3,1
1782,Advanced Programming 4,3,3
1783,Introduction to Database Systems 8,2,2
1784,Advanced Database Systems 7,2,5
1785,Introduction to Data Structures 9,2,6
1786,Advanced Ethical Hacking 1,4,5
1787,Fundamentals of Machine Learning 2,3,6
1788,Applied Cloud Computing 3,2,2
1789,Applied Ethical Hacking 5,2,4
1790,Fundamentals of Ethical Hacking 9,2,8
1791,Advanced Cloud Computing 8,4,2
1792,Systems in Networks 5,2,1
1793,Introduction to Ethical Hacking 3,2,6
1794,Advanced Networks 9,2,4
1795,Systems in Database Systems 2,4,2
1796,Applied Machine Learning 2,4,7
1797,Systems in Ethical Hacking 5,4,6
1798,Advanced Machine Learning 5,3,4
1799,Fundamentals of Ethical Hacking 2,2,7
1800,Introduction to Data Structures 8,4,2
1801,Introduction to Ethical Hacking 5,3,1
1802,Advanced Ethical Hacking 1,3,6
1803,Fundamentals of Programming 2,2,5
1804,Advanced Programming 6,2,4
1805,Fundamentals of Programming 1,3,1
1806,Applied Networks 5,4,7
1807,Fundamentals of Data Structures 2,2,1
1808,Applied Database Systems 5,2,3
1809,Introduction to Data Structures 8,2,7
1810,Fundamentals of Data Structures 1,4,3
1811,Fundamentals of Ethical Hacking 6,4,1
1812,Fundamentals of Networks 1,4,6
1813,Applied Database Systems 4,2,8
1814,Fundamentals of Cloud Computing 8,3,7
1815,Advanced Ethical Hacking 2,3,5
1816,Systems in Data Structures 2,3,6
1817,Introduction to Cloud Computing 3,2,3
1818,Systems in Programming 1,4,1
1819,Fundamentals of Cloud Computing 4,2,6
1820,Advanced Machine Learning 6,2,5
1821,Applied Cloud Computing 1,3,8
1822,Introduction to Cloud Computing 5,4,7
1823,Advanced Programming 4,3,5
1824,Applied Ethical Hacking 9,3,2
1825,Fundamentals of Ethical Hacking 3,3,3
1826,Introduction to Programming 8,3,1
1827,Systems in Machine Learning 5,4,3
1828,Applied Data Structures 5,2,3
1829,Systems in Ethical Hacking 4,2,2
1830,Introduction to Programming 1,2,6
1831,Fundamentals of Database Systems 2,2,2
1832,Advanced Machine Learning 2,4,7
1833,Fundamentals of Networks 8,2,2
1834,Advanced Machine Learning 5,4,8
1835,Systems in Database Systems 2,4,1
1836,Introduction to Programming 9,2,1
1837,Advanced Cloud Computing 2,2,1
1838,Applied Networks 9,3,4
1839,Introduction to Programming 4,3,4
1840,Advanced Data Structures 5,3,3
1841,Fundamentals of Data Structures 6,3,6
1842,Introduction to Ethical Hacking 1,4,1
1843,Systems in Data Structures 6,2,3
1844,Advanced Cloud Computing 9,4,3
1845,Advanced Data Structures 4,3,2
1846,Introduction to Networks 9,4,7
1847,Systems in Machine Learning 2,2,5
1848,Advanced Machine Learning 7,2,4
1849,Introduction to Data Structures 2,3,3
1850,Systems in Machine Learning 8,2,2
1851,Fundamentals of Programming 7,4,6
1852,Systems in Cloud Computing 1,2,7
1853,Introduction to Database Systems 3,3,7
1854,Introduction to Database Systems 5,3,8
1855,Applied Networks 1,2,5
1856,Fundamentals of Networks 7,2,2
1857,Fundamentals of Networks 5,4,3
1858,Advanced Networks 1,2,4
1859,Applied Database Systems 2,3,3
1860,Applied Programming 5,3,3
1861,Applied Ethical Hacking 1,2,7
1862,Applied Database Systems 6,3,8
1863,Systems in Database Systems 7,2,5
1864,Systems in Ethical Hacking 3,2,2
1865,Advanced Networks 1,4,2
1866,Introduction to Programming 9,2,7
1867,Advanced Networks 9,3,3
1868,Fundamentals of Programming 7,4,6
1869,Systems in Machine Learning 4,2,7
1870,Introduction to Database Systems 8,3,7
1871,Fundamentals of Machine Learning 5,3,7
1872,Applied Cloud Computing 1,2,1
1873,Fundamentals of Ethical Hacking 9,3,7
1874,Fundamentals of Cloud Computing 3,4,4
1875,Introduction to Programming 3,2,7
1876,Applied Networks 8,2,1
1877,Fundamentals of Programming 7,4,7
1878,Advanced Cloud Computing 4,2,6
1879,Fundamentals of Data Structures 9,2,6
1880,Advanced Data Structures 6,4,2
1881,Applied Cloud Computing 8,4,7
1882,Applied Cloud Computing 5,2,4
1883,Applied Networks 8,4,6
1884,Systems in Programming 3,4,2
1885,Introduction to Cloud Computing 6,3,4
1886,Introduction to Networks 4,4,5
1887,Applied Database Systems 6,3,5
1888,Advanced Database Systems 7,3,2
1889,Systems in Machine Learning 7,2,1
1890,Advanced Networks 3,2,4
1891,Introduction to Data Structures 7,2,5
1892,Systems in Data Structures 4,2,5
1893,Systems in Cloud Computing 8,4,5
1894,Applied Database Systems 3,4,5
1895,Advanced Programming 7,2,1
1896,Advanced Data Structures 9,2,8
1897,Fundamentals of Programming 5,4,5
1898,Systems in Networks 1,2,7
1899,Systems in Database Systems 6,3,8
1900,Applied Ethical Hacking 4,2,5
1901,Fundamentals of Data Structures 6,4,2
1902,Advanced Machine Learning 6,3,4
1903,Advanced Database Systems 3,4,8
1904,Applied Database Systems 6,2,7
1905,Fundamentals of Machine Learning 9,3,8
1906,Fundamentals of Machine Learning 1,4,3
1907,Applied Networks 3,4,5
1908,Systems in Programming 5,2,6
1909,Systems in Database Systems 3,2,8
1910,Systems in Cloud Computing 2,4,1
1911,Introduction to Machine Learning 9,2,2
1912,Fundamentals of Networks 3,2,2
1913,Applied Data Structures 3,3,6
1914,Advanced Machine Learning 5,3,7
1915,Systems in Data Structures 3,3,3
1916,Applied Ethical Hacking 7,2,3
1917,Applied Database Systems 5,2,5
1918,Advanced Ethical Hacking 7,3,1
1919,Applied Data Structures 7,4,7
1920,Advanced Networks 8,2,1
1921,Introduction to Database Systems 4,4,7
1922,Fundamentals of Networks 5,4,7
1923,Fundamentals of Data Structures 3,2,7
1924,Introduction to Ethical Hacking 1,4,3
1925,Advanced Machine Learning 5,4,2
1926,Applied Programming 8,4,6
1927,Applied Database Systems 6,3,3
1928,Advanced Ethical Hacking 7,3,4
1929,Applied Networks 4,4,6
1930,Systems in Database Systems 2,2,8
1931,Advanced Cloud Computing 7,3,1
1932,Introduction to Programming 2,4,4
1933,Advanced Networks 1,3,1
1934,Systems in Machine Learning 4,4,4
1935,Applied Programming 3,4,7
1936,Advanced Machine Learning 1,4,4
1937,Fundamentals of Programming 1,3,7
1938,Fundamentals of Cloud Computing 7,2,8
1939,Introduction to Database Systems 1,2,7
1940,Advanced Machine Learning 5,3,1
1941,Fundamentals of Data Structures 1,2,7
1942,Introduction to Networks 7,2,4
1943,Advanced Data Structures 6,3,7
1944,Fundamentals of Machine Learning 6,3,8
1945,Introduction to Machine Learning 4,2,1
1946,Systems in Database Systems 9,3,3
1947,Advanced Networks 3,3,3
1948,Advanced Machine Learning 4,2,6
1949,Introduction to Database Systems 3,3,2
1950,Introduction to Programming 7,4,2
1951,Fundamentals of Machine Learning 9,3,3
1952,Systems in Programming 3,4,3
1953,Advanced Machine Learning 4,3,6
1954,Applied Ethical Hacking 4,4,7
1955,Introduction to Database Systems 2,3,3
1956,Systems in Machine Learning 4,2,5
1957,Advanced Database Systems 7,3,6
1958,Applied Ethical Hacking 5,2,6
1959,Introduction to Database Systems 6,2,7
1960,Fundamentals of Database Systems 6,3,6
1961,Systems in Cloud Computing 6,3,1
1962,Applied Database Systems 8,3,1
1963,Advanced Machine Learning 9,2,4
1964,Fundamentals of Networks 8,2,2
1965,Advanced Ethical Hacking 8,2,7
1966,Fundamentals of Database Systems 6,4,8
1967,Fundamentals of Database Systems 1,3,1
1968,Applied Database Systems 6,3,6
1969,Fundamentals of Ethical Hacking 3,3,1
1970,Applied Database Systems 7,4,7
1971,Applied Cloud Computing 9,2,3
1972,Applied Ethical Hacking 6,3,3
1973,Applied Machine Learning 8,3,6
1974,Advanced Database Systems 2,3,6
1975,Applied Programming 1,4,6
1976,Applied Networks 4,3,3
1977,Advanced Ethical Hacking 8,3,1
1978,Fundamentals of Data Structures 4,3,3
1979,Applied Database Systems 9,3,7
1980,Systems in Data Structures 2,2,8
1981,Fundamentals of Ethical Hacking 3,4,4
1982,Systems in Machine Learning 6,4,7
1983,Advanced Ethical Hacking 9,4,1
1984,Fundamentals of Cloud Computing 7,2,8
1985,Fundamentals of Database Systems 2,2,7
1986,Applied Data Structures 6,2,8
